comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(ไป - VERB)', '(ที่นี่ - VERB)', '(ใน - ADP)', '(วันที่ - NOUN)', '(อากาศ - NOUN)', '(แจ่มใส - ADJ)', '(เหลือเชื่อ - SCONJ)', '(วิว - NOUN)', '(สวย - ADJ)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(ไฮไลท์ - NOUN)', '(สำหรับ - ADP)', '(ฉัน - PRON)', '(คือ - SCONJ)', '(ศาลเจ้า - NOUN)', '(ช้าง - NOUN)', '(<s/> - PUNCT)'], ['(มัน - PRON)', '(น่ารัก - VERB)', '(จริงๆ - ADV)', '(<s/> - PUNCT)'], ['(ฉัน - PRON)', '(จะ - AUX)', '(*ทำให้ - VERB)', '(การ - NOUN)', '(เดินทาง - VERB)', '(พิเศษ - ADJ)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(พัก - VERB)', '(ที่ - ADP)', '(อีก - NUM)', '(ด้าน - NOUN)', '(หนึ่ง - NUM)', '(ของ - ADP)', '(เกาะ - NOUN)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(มี - VERB)', '(เวลา - NOUN)', '(มัน - PRON)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(น่ารัก - VERB)', '(ที่ - SCONJ)', '(จะ - AUX)', '(หยุด - VERB)', '(<s/> - PUNCT)']]","{'(วันที่ - NOUN)': 1, '(อากาศ - NOUN)': 1, '(วิว - NOUN)': 1, '(ไฮไลท์ - NOUN)': 1, '(ศาลเจ้า - NOUN)': 1, '(ช้าง - NOUN)': 1, '(การ - NOUN)': 1, '(คุณ - NOUN)': 2, '(ด้าน - NOUN)': 1, '(เกาะ - NOUN)': 1, '(เวลา - NOUN)': 1, '(สถานที่ - NOUN)': 1}",12,13,"{'(ไป - VERB)': 1, '(ที่นี่ - VERB)': 1, '(น่ารัก - VERB)': 2, '(*ทำให้ - VERB)': 1, '(เดินทาง - VERB)': 1, '(พัก - VERB)': 1, '(มี - VERB)': 1, '(เป็น - VERB)': 1, '(หยุด - VERB)': 1}",9,10,"{'(แจ่มใส - ADJ)': 1, '(สวย - ADJ)': 1, '(พิเศษ - ADJ)': 1}",3,3,{'(จริงๆ - ADV)': 1},1,1
"[['(ทันเวลา - NOUN)', '(เรา - PRON)', '(ก็ - SCONJ)', '(มา - VERB)', '(ถึง - ADP)', '(แหลม - NOUN)', '(เพื่อ - SCONJ)', '(ดู - VERB)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ซึ่ง - SCONJ)', '(มัน - PRON)', '(ยอดเยี่ยม - VERB)', '(มาก - ADV)', '(<s/> - PUNCT)'], ['(มี - VERB)', '(มุมมอง - NOUN)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(จาก - ADP)', '(ด้านบน - NOUN)', '(<s/> - PUNCT)'], ['(การ - NOUN)', '(ขี่ - VERB)', '(ไป - VERB)', '(ที่ - SCONJ)', '(แหลม - ADJ)', '(ก็ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(เช่นกัน - ADV)', '(<s/> - PUNCT)'], ['(ต้อง - AUX)', '(ดู - VERB)', '(สถานที่ - NOUN)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(อยู่ - VERB)', '(ใกล้ - ADV)', '(ภูเก็ต - NOUN)', '(<s/> - PUNCT)'], ['(และ - CCONJ)', '(เวลา - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(ที่สุด - ADV)', '(สำหรับ - ADP)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(<s/> - PUNCT)']]","{'(ทันเวลา - NOUN)': 1, '(แหลม - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 2, '(มุมมอง - NOUN)': 1, '(ด้านบน - NOUN)': 1, '(การ - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(คุณ - NOUN)': 1, '(ภูเก็ต - NOUN)': 1, '(เวลา - NOUN)': 1}",10,11,"{'(มา - VERB)': 1, '(ดู - VERB)': 2, '(ตก - VERB)': 2, '(ยอดเยี่ยม - VERB)': 3, '(มี - VERB)': 1, '(ขี่ - VERB)': 1, '(ไป - VERB)': 1, '(อยู่ - VERB)': 1, '(ดี - VERB)': 1}",9,13,{'(แหลม - ADJ)': 1},1,1,"{'(มาก - ADV)': 1, '(เช่นกัน - ADV)': 1, '(ใกล้ - ADV)': 1, '(ที่สุด - ADV)': 1}",4,4
"[['(สถานที่ - NOUN)', '(สามารถ - AUX)', '(แออัด - VERB)', '(ใน - ADP)', '(ช่วง - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตกดิน - NOUN)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(มัน - PRON)', '(ก็ - SCONJ)', '(คุ้มค่า - VERB)', '(กับ - ADP)', '(การ - NOUN)', '(เยี่ยม - VERB)', '(ชม - VERB)', '(<s/> - PUNCT)'], ['(เรา - PRON)', '(ไป - VERB)', '(ที่นั่น - VERB)', '(ด้วย - ADP)', '(มอเตอร์ไซค์ - NOUN)', '(และ - CCONJ)', '(หยุด - VERB)', '(ที่ - SCONJ)', '(จุด - VERB)', '(ชม - VERB)', '(วิว - NOUN)', '(คา - NOUN)', '(รอน - NOUN)', '(และ - CCONJ)', '(หาด - NOUN)', '(ใน - ADP)', '(หาน - NOUN)', '(ไป - VERB)', '(ตาม - ADP)', '(ทาง - NOUN)', '(<s/> - PUNCT)'], ['(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ที่ - SCONJ)', '(น่าตื่นตาตื่นใจ - NOUN)', '(มอง - VERB)', '(ผ่าน - VERB)', '(ขอบฟ้า - NOUN)', '(<s/> - PUNCT)'], ['(ขับรถ - NOUN)', '(ประมาณ - ADV)', '(<s/> - PUNCT)'], ['(40 - NUM)', '(<s/> - PUNCT)'], ['(นาที - NOUN)', '(จาก - ADP)', '(พื้นที่ - NOUN)', '(ป่า - NOUN)', '(ตอง - NOUN)', '(<s/> - PUNCT)']]","{'(สถานที่ - NOUN)': 1, '(ช่วง - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 2, '(ตกดิน - NOUN)': 1, '(การ - NOUN)': 1, '(มอเตอร์ไซค์ - NOUN)': 1, '(วิว - NOUN)': 1, '(คา - NOUN)': 1, '(รอน - NOUN)': 1, '(หาด - NOUN)': 1, '(หาน - NOUN)': 1, '(ทาง - NOUN)': 1, '(น่าตื่นตาตื่นใจ - NOUN)': 1, '(ขอบฟ้า - NOUN)': 1, '(ขับรถ - NOUN)': 1, '(นาที - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(ป่า - NOUN)': 1, '(ตอง - NOUN)': 1}",19,20,"{'(แออัด - VERB)': 1, '(คุ้มค่า - VERB)': 1, '(เยี่ยม - VERB)': 1, '(ชม - VERB)': 2, '(ไป - VERB)': 2, '(ที่นั่น - VERB)': 1, '(หยุด - VERB)': 1, '(จุด - VERB)': 1, '(ตก - VERB)': 1, '(มอง - VERB)': 1, '(ผ่าน - VERB)': 1}",11,13,{},0,0,{'(ประมาณ - ADV)': 1},1,1
"[['(ฉัน - PRON)', '(คิด - VERB)', '(ว่า - SCONJ)', '(วัด - NOUN)', '(ไช - PROPN)', '(ธารา - NOUN)', '(ราม - PROPN)', '(เป็น - VERB)', '(วัด - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(ที่สุด - ADV)', '(และ - CCONJ)', '(เก็บรักษา - VERB)', '(ไว้ - ADV)', '(ใน - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - PROPN)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(ทาง - ADP)', '(จิตวิญญาณ - NOUN)', '(ที่ - SCONJ)', '(คุณ - NOUN)', '(สามารถ - AUX)', '(เพลิดเพลิน - VERB)', '(และ - CCONJ)', '(สัมผัส - VERB)', '(กับ - ADP)', '(ประเพณี - NOUN)', '(บาง - ADV)', '(อย่าง - NOUN)', '(ที่ - SCONJ)', '(พระสงฆ์ - NOUN)', '(กำลัง - AUX)', '(มี - VERB)', '(หาก - SCONJ)', '(คุณ - NOUN)', '(โชคดี - NOUN)', '(ฉัน - PRON)', '(ได้รับ - VERB)', '(แสง - NOUN)', '(เทียน - NOUN)', '(<s/> - PUNCT)'], ['(*แออัด - VERB)', '(อย่าง - PART)', '(ที่ - SCONJ)', '(ฉัน - PRON)', '(คาด - VERB)', '(ไว้ - ADV)', '(คุณ - NOUN)', '(สามารถ - AUX)', '(มี - VERB)', '(ภาพ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(<s/> - PUNCT)'], ['(แนะนำ - VERB)', '(ให้ - SCONJ)', '(เยี่ยม - VERB)', '(ชม - VERB)', '(<s/> - PUNCT)']]","{'(วัด - NOUN)': 2, '(ธารา - NOUN)': 1, '(จังหวัด - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(จิตวิญญาณ - NOUN)': 1, '(คุณ - NOUN)': 3, '(ประเพณี - NOUN)': 1, '(อย่าง - NOUN)': 1, '(พระสงฆ์ - NOUN)': 1, '(โชคดี - NOUN)': 1, '(แสง - NOUN)': 1, '(เทียน - NOUN)': 1, '(ภาพ - NOUN)': 1}",13,16,"{'(คิด - VERB)': 1, '(เป็น - VERB)': 2, '(ดี - VERB)': 1, '(เก็บรักษา - VERB)': 1, '(เพลิดเพลิน - VERB)': 1, '(สัมผัส - VERB)': 1, '(มี - VERB)': 2, '(ได้รับ - VERB)': 1, '(*แออัด - VERB)': 1, '(คาด - VERB)': 1, '(แนะนำ - VERB)': 1, '(เยี่ยม - VERB)': 1, '(ชม - VERB)': 1}",13,15,{'(สวยงาม - ADJ)': 1},1,1,"{'(ที่สุด - ADV)': 1, '(ไว้ - ADV)': 2, '(บาง - ADV)': 1}",3,4
"[['(หลายต่อหลาย - ADV)', '(ครั้ง - NOUN)', '(ใน - ADP)', '(หลาย - ADV)', '(ปี - NOUN)', '(ที่ผ่านมา - DET)', '(<s/> - PUNCT)'], ['(จะ - AUX)', '(ยังคง - AUX)', '(ทำ - VERB)', '(เช่นนี้ - PRON)', '(เพราะ - SCONJ)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(โปรด - ADJ)', '(ของ - ADP)', '(ฉัน - PRON)', '(ใน - ADP)', '(ภูเก็ต - PROPN)', '(<s/> - PUNCT)'], ['(มุมมอง - NOUN)', '(ที่ - SCONJ)', '(น่าตื่นตาตื่นใจ - VERB)', '(โดย - ADP)', '(รอบ - ADP)', '(พื้นที่ - NOUN)', '(และ - CCONJ)', '(น้ำ - NOUN)', '(เป็นบ้า - ADJ)', '(<s/> - PUNCT)'], ['(ถ้า - SCONJ)', '(คุณ - NOUN)', '(ชอบ - VERB)', '(การ - NOUN)', '(ผจญภัย - VERB)', '(เดิน - VERB)', '(ออก - VERB)', '(ไป - VERB)', '(ที่ - ADP)', '(จุด - NOUN)', '(<s/> - PUNCT)'], ['(สวม - VERB)', '(รองเท้า - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(และ - CCONJ)', '(ปลอดภัย - VERB)', '(<s/> - PUNCT)'], ['(อย่า - AUX)', '(พยายาม - VERB)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(มี - VERB)', '(เงื่อนไข - NOUN)', '(ทางการ - NOUN)', '(แพทย์ - NOUN)', '(ใช้ - VERB)', '(น้ำ - NOUN)', '(และ - CCONJ)', '(ใช้ - VERB)', '(ครีมกันแดด - NOUN)', '(<s/> - PUNCT)'], ['(จุด - NOUN)', '(ที่ - SCONJ)', '(อาจ - AUX)', '(จะ - AUX)', '(หยาบ - VERB)', '(ถ้า - SCONJ)', '(มี - VERB)', '(พายุ - NOUN)', '(เข้า - VERB)', '(มา - VERB)', '(ระวัง - VERB)', '(คลื่น - NOUN)', '(พวกเขา - PRON)', '(มี - VERB)', '(วิธี - NOUN)', '(ด้อม - VERB)', '(คุณ - NOUN)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(เข้า - VERB)', '(ใกล้ - VERB)', '(เกินไป - ADV)', '(<s/> - PUNCT)'], ['(คุณ - NOUN)', '(*สามารถ - AUX)', '(ว่ายน้ำ - VERB)', '(รอบ - NOUN)', '(นี้ - DET)', '(และ - CCONJ)', '(โง่ - NOUN)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(ลอง - VERB)', '(<s/> - PUNCT)']]","{'(ครั้ง - NOUN)': 1, '(ปี - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(มุมมอง - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(น้ำ - NOUN)': 2, '(คุณ - NOUN)': 6, '(การ - NOUN)': 1, '(จุด - NOUN)': 2, '(รองเท้า - NOUN)': 1, '(เงื่อนไข - NOUN)': 1, '(ทางการ - NOUN)': 1, '(แพทย์ - NOUN)': 1, '(ครีมกันแดด - NOUN)': 1, '(พายุ - NOUN)': 1, '(คลื่น - NOUN)': 1, '(วิธี - NOUN)': 1, '(รอบ - NOUN)': 1, '(โง่ - NOUN)': 1}",19,26,"{'(ทำ - VERB)': 1, '(เป็น - VERB)': 1, '(น่าตื่นตาตื่นใจ - VERB)': 1, '(ชอบ - VERB)': 1, '(ผจญภัย - VERB)': 1, '(เดิน - VERB)': 1, '(ออก - VERB)': 1, '(ไป - VERB)': 1, '(สวม - VERB)': 1, '(ดี - VERB)': 1, '(ปลอดภัย - VERB)': 1, '(พยายาม - VERB)': 1, '(มี - VERB)': 3, '(ใช้ - VERB)': 2, '(หยาบ - VERB)': 1, '(เข้า - VERB)': 2, '(มา - VERB)': 1, '(ระวัง - VERB)': 1, '(ด้อม - VERB)': 1, '(ใกล้ - VERB)': 1, '(ว่ายน้ำ - VERB)': 1, '(ลอง - VERB)': 1}",22,26,"{'(โปรด - ADJ)': 1, '(เป็นบ้า - ADJ)': 1}",2,2,"{'(หลายต่อหลาย - ADV)': 1, '(หลาย - ADV)': 1, '(เกินไป - ADV)': 1}",3,3
"[['(นี่ - PRON)', '(เป็น - VERB)', '(จุด - NOUN)', '(ชม - VERB)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ของ - ADP)', '(ประเทศ - NOUN)', '(ไทย - PROPN)', '(ที่ - SCONJ)', '(คุณ - NOUN)', '(*ควร - AUX)', '(พลาด - VERB)', '(เมื่อ - SCONJ)', '(อยู่ - VERB)', '(ใน - ADP)', '(ภูเก็ต - PROPN)', '(<s/> - PUNCT)'], ['(บรรยากาศ - NOUN)', '(ดี - ADJ)', '(มาก - ADV)', '(<s/> - PUNCT)'], ['(ถ้า - SCONJ)', '(คุณ - NOUN)', '(สวม - VERB)', '(รองเท้ากีฬา - NOUN)', '(เดิน - VERB)', '(ลง - VERB)', '(ไป - VERB)', '(ที่ - ADP)', '(หน้าผา - NOUN)', '(เพื่อ - SCONJ)', '(ใช้ - VERB)', '(ช่วงเวลา - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(กับ - ADP)', '(ธรรมชาติ - NOUN)', '(<s/> - PUNCT)']]","{'(จุด - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(ประเทศ - NOUN)': 1, '(คุณ - NOUN)': 2, '(บรรยากาศ - NOUN)': 1, '(รองเท้ากีฬา - NOUN)': 1, '(หน้าผา - NOUN)': 1, '(ช่วงเวลา - NOUN)': 1, '(ธรรมชาติ - NOUN)': 1}",9,10,"{'(เป็น - VERB)': 1, '(ชม - VERB)': 1, '(ตก - VERB)': 1, '(พลาด - VERB)': 1, '(อยู่ - VERB)': 1, '(สวม - VERB)': 1, '(เดิน - VERB)': 1, '(ลง - VERB)': 1, '(ไป - VERB)': 1, '(ใช้ - VERB)': 1, '(ดี - VERB)': 1}",11,11,{'(ดี - ADJ)': 1},1,1,{'(มาก - ADV)': 1},1,1
"[['(เช่นเดียวกับ - CCONJ)', '(จุด - NOUN)', '(ชม - VERB)', '(วิว - NOUN)', '(กังหันลม - NOUN)', '(ดู - VERB)', '(ทะเลอันดามัน - ADV)', '(<s/> - PUNCT)'], ['(มี - VERB)', '(ที่จอดรถ - NOUN)', '(เยอะ - NOUN)', '(ขับ - VERB)', '(ดี - ADV)', '(และ - CCONJ)', '(เยี่ยม - ADV)', '(<s/> - PUNCT)']]","{'(จุด - NOUN)': 1, '(วิว - NOUN)': 1, '(กังหันลม - NOUN)': 1, '(ที่จอดรถ - NOUN)': 1, '(เยอะ - NOUN)': 1}",5,5,"{'(ชม - VERB)': 1, '(ดู - VERB)': 1, '(มี - VERB)': 1, '(ขับ - VERB)': 1}",4,4,{},0,0,"{'(ทะเลอันดามัน - ADV)': 1, '(ดี - ADV)': 1, '(เยี่ยม - ADV)': 1}",3,3
"[['(มัน - PRON)', '(เป็น - VERB)', '(หนึ่ง - NUM)', '(ใน - ADP)', '(จุด - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(ที่สุด - ADV)', '(บน - ADP)', '(เกาะ - NOUN)', '(อย่าง - PART)', '(*ต้อง - AUX)', '(สงสัย - VERB)', '(เพื่อ - SCONJ)', '(ชม - VERB)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(ฝูงชน - NOUN)', '(ก็ - SCONJ)', '(บ้าคลั่ง - VERB)', '(ดังนั้น - CCONJ)', '(ใน - ADP)', '(ความคิด - NOUN)', '(ของ - ADP)', '(ฉัน - PRON)', '(มัน - PRON)', '(ค่อนข้าง - ADV)', '(<s/> - PUNCT)'], ['(overrated - SYM)', '(<s/> - PUNCT)'], ['(เล็กน้อย - ADV)', '(<s/> - PUNCT)'], ['(มี - VERB)', '(สถานที่ - NOUN)', '(สวยงาม - ADJ)', '(อื่นๆ - ADV)', '(<s/> - PUNCT)'], ['(อีก - ADV)', '(มากมาย - ADV)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(เงียบสงบ - VERB)', '(โดย - SCONJ)', '(*มี - VERB)', '(ฝูงชน - NOUN)', '(จำนวน - NOUN)', '(มาก - ADJ)', '(ส่วนใหญ่ - ADJ)', '(เป็น - VERB)', '(คน - NOUN)', '(จีน - PROPN)', '(<s/> - PUNCT)'], ['(พวกเขา - PRON)', '(*สนใจ - VERB)', '(เกี่ยวกับ - ADP)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(<s/> - PUNCT)'], ['(พวกเขา - PRON)', '(คลิก - VERB)', '(ที่ - SCONJ)', '(รูป - NOUN)', '(หันหลัง - NOUN)', '(แล้ว - CCONJ)', '(ออก - VERB)', '(ไป - VERB)', '(โดย - SCONJ)', '(*แม้แต่ - AUX)', '(จะ - AUX)', '(มอง - VERB)', '(ไป - VERB)', '(ที่ - ADP)', '(ดวงอาทิตย์ - NOUN)', '(ที่ - SCONJ)', '(ดัง - VERB)', '(และ - CCONJ)', '(เสียง - NOUN)', '(ดัง - ADJ)', '(<s/> - PUNCT)'], ['(สถานที่ - NOUN)', '(น่าจะ - NOUN)', '(ยังคง - AUX)', '(มี - VERB)', '(มูลค่า - NOUN)', '(การ - NOUN)', '(เยี่ยม - VERB)', '(ชม - VERB)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(ฉัน - PRON)', '(จะ - AUX)', '(*ไป - VERB)', '(ที่นั่น - VERB)', '(อีก - ADV)', '(<s/> - PUNCT)'], ['(นอก - AUX)', '(เสีย - VERB)', '(จาก - ADP)', '(ว่า - SCONJ)', '(จะ - AUX)', '(มี - VERB)', '(จุด - NOUN)', '(ลับ - ADJ)', '(ที่ - SCONJ)', '(ซ่อน - VERB)', '(อยู่ - ADV)', '(จาก - ADP)', '(ความ - NOUN)', '(บ้า - VERB)', '(<s/> - PUNCT)']]","{'(จุด - NOUN)': 2, '(เกาะ - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 2, '(ฝูงชน - NOUN)': 2, '(ความคิด - NOUN)': 1, '(สถานที่ - NOUN)': 2, '(จำนวน - NOUN)': 1, '(คน - NOUN)': 1, '(รูป - NOUN)': 1, '(หันหลัง - NOUN)': 1, '(ดวงอาทิตย์ - NOUN)': 1, '(เสียง - NOUN)': 1, '(น่าจะ - NOUN)': 1, '(มูลค่า - NOUN)': 1, '(การ - NOUN)': 1, '(ความ - NOUN)': 1}",16,20,"{'(เป็น - VERB)': 2, '(ดี - VERB)': 1, '(สงสัย - VERB)': 1, '(ชม - VERB)': 2, '(ตก - VERB)': 2, '(บ้าคลั่ง - VERB)': 1, '(มี - VERB)': 3, '(เงียบสงบ - VERB)': 1, '(*มี - VERB)': 1, '(*สนใจ - VERB)': 1, '(คลิก - VERB)': 1, '(ออก - VERB)': 1, '(ไป - VERB)': 2, '(มอง - VERB)': 1, '(ดัง - VERB)': 1, '(เยี่ยม - VERB)': 1, '(*ไป - VERB)': 1, '(ที่นั่น - VERB)': 1, '(เสีย - VERB)': 1, '(ซ่อน - VERB)': 1, '(บ้า - VERB)': 1}",21,27,"{'(สวยงาม - ADJ)': 1, '(มาก - ADJ)': 1, '(ส่วนใหญ่ - ADJ)': 1, '(ดัง - ADJ)': 1, '(ลับ - ADJ)': 1}",5,5,"{'(ที่สุด - ADV)': 1, '(ค่อนข้าง - ADV)': 1, '(เล็กน้อย - ADV)': 1, '(อื่นๆ - ADV)': 1, '(อีก - ADV)': 2, '(มากมาย - ADV)': 1, '(อยู่ - ADV)': 1}",7,8
"[['(วิว - NOUN)', '(สวย - ADJ)', '(จาก - ADP)', '(บน - NOUN)', '(สุด - ADV)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(เรา - PRON)', '(มา - VERB)', '(เมื่อ - SCONJ)', '(ดวงอาทิตย์ - NOUN)', '(กระทบ - VERB)', '(เหนือ - ADP)', '(เรา - PRON)', '(โดยตรง - ADV)', '(ดังนั้น - PRON)', '(เรา - PRON)', '(ต้องหา - VERB)', '(ร่มเงา - NOUN)', '(และ - CCONJ)', '(สนุก - VERB)', '(กับ - ADP)', '(วิว - NOUN)', '(<s/> - PUNCT)']]","{'(วิว - NOUN)': 2, '(บน - NOUN)': 1, '(ดวงอาทิตย์ - NOUN)': 1, '(ร่มเงา - NOUN)': 1}",4,5,"{'(มา - VERB)': 1, '(กระทบ - VERB)': 1, '(ต้องหา - VERB)': 1, '(สนุก - VERB)': 1}",4,4,{'(สวย - ADJ)': 1},1,1,"{'(สุด - ADV)': 1, '(โดยตรง - ADV)': 1}",2,2
"[['(ถือ - VERB)', '(ได้ - ADV)', '(ว่า - SCONJ)', '(เป็น - VERB)', '(หนึ่ง - NUM)', '(ใน - ADP)', '(การท่องเที่ยว - NOUN)', '(ของ - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - PROPN)', '(เกือบ - AUX)', '(ทุก - ADV)', '(คน - NOUN)', '(ต้อง - AUX)', '(ไป - VERB)', '(เยี่ยม - VERB)', '(ชม - VERB)', '(ทิวทัศน์ - NOUN)', '(และ - CCONJ)', '(ถ่ายภาพ - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตกดิน - NOUN)', '(<s/> - PUNCT)'], ['(คน - NOUN)', '(จะ - AUX)', '(แน่น - VERB)', '(มาก - ADV)', '(ถ้า - SCONJ)', '(มัน - PRON)', '(เป็น - VERB)', '(ช่วง - NOUN)', '(วันหยุด - NOUN)', '(เวลา - NOUN)', '(ดี - ADJ)', '(<s/> - PUNCT)'], ['(คน - NOUN)', '(ส่วนใหญ่ - ADJ)', '(จะ - AUX)', '(ไป - VERB)', '(ข้างหน้า - NOUN)', '(เพื่อ - SCONJ)', '(หา - VERB)', '(สถานที่ - NOUN)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '( ats - NOUN)', '(<s/> - PUNCT)'], ['(ที่จอดรถ - NOUN)', '(น้อย - ADJ)', '(<s/> - PUNCT)'], ['(จะ - AUX)', '(ต้อง - AUX)', '(มี - VERB)', '(จุด - NOUN)', '(ที่ - SCONJ)', '(สามารถ - AUX)', '(เดิน - VERB)', '(ลง - ADV)', '(ได้ - ADV)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(ต้อง - AUX)', '(ระวัง - VERB)', '(ผู้สูงอายุ - NOUN)', '(และ - CCONJ)', '(เด็กๆ - NOUN)', '(<s/> - PUNCT)'], ['(*แนะนำ - VERB)', '(ให้ - SCONJ)', '(เดิน - VERB)', '(ลง - ADV)', '(<s/> - PUNCT)']]","{'(การท่องเที่ยว - NOUN)': 1, '(จังหวัด - NOUN)': 1, '(คน - NOUN)': 3, '(ทิวทัศน์ - NOUN)': 1, '(ถ่ายภาพ - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(ตกดิน - NOUN)': 1, '(ช่วง - NOUN)': 1, '(วันหยุด - NOUN)': 1, '(เวลา - NOUN)': 1, '(ข้างหน้า - NOUN)': 1, '(สถานที่ - NOUN)': 1, '( ats - NOUN)': 1, '(ที่จอดรถ - NOUN)': 1, '(จุด - NOUN)': 1, '(ผู้สูงอายุ - NOUN)': 1, '(เด็กๆ - NOUN)': 1}",17,19,"{'(ถือ - VERB)': 1, '(เป็น - VERB)': 2, '(ไป - VERB)': 2, '(เยี่ยม - VERB)': 1, '(ชม - VERB)': 1, '(แน่น - VERB)': 1, '(หา - VERB)': 1, '(มี - VERB)': 1, '(เดิน - VERB)': 2, '(ระวัง - VERB)': 1, '(*แนะนำ - VERB)': 1}",11,14,"{'(ดี - ADJ)': 1, '(ส่วนใหญ่ - ADJ)': 1, '(น้อย - ADJ)': 1}",3,3,"{'(ได้ - ADV)': 2, '(ทุก - ADV)': 1, '(มาก - ADV)': 1, '(ลง - ADV)': 2}",4,6
