comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(ดี - ADV)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(ค่อนข้าง - ADV)', '(แออัด - VERB)', '(<s/> - PUNCT)'], ['(หาด - NOUN)', '(อื่นๆ - PROPN)', '(<s/> - PUNCT)'], ['(ใน - ADP)', '(บริเวณ - NOUN)', '(ใกล้เคียง - ADJ)', '(นั้น - DET)', '(ดี - VERB)', '(กว่า - ADV)', '(<s/> - PUNCT)']]","{'(หาด - NOUN)': 1, '(บริเวณ - NOUN)': 1}",2,2,"{'(แออัด - VERB)': 1, '(ดี - VERB)': 1}",2,2,{'(ใกล้เคียง - ADJ)': 1},1,1,"{'(ดี - ADV)': 1, '(ค่อนข้าง - ADV)': 1, '(กว่า - ADV)': 1}",3,3
"[['(ทราย - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(แออัด - VERB)', '(มาก - ADV)', '(<s/> - PUNCT)'], ['(น้ำ - NOUN)', '(*ชัดเจน - VERB)', '(จริงๆ - NOUN)', '(<s/> - PUNCT)'], ['(ฉัน - PRON)', '(เคย - AUX)', '(มี - VERB)', '(คลื่น - NOUN)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(โดย - ADP)', '(รวม - VERB)', '(แล้ว - ADV)', '(เป็น - VERB)', '(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(สนุก - VERB)', '(<s/> - PUNCT)']]","{'(ทราย - NOUN)': 1, '(น้ำ - NOUN)': 1, '(จริงๆ - NOUN)': 1, '(คลื่น - NOUN)': 1, '(ชายหาด - NOUN)': 1}",5,5,"{'(ดี - VERB)': 1, '(แออัด - VERB)': 1, '(*ชัดเจน - VERB)': 1, '(มี - VERB)': 1, '(รวม - VERB)': 1, '(เป็น - VERB)': 1, '(สนุก - VERB)': 1}",7,7,{},0,0,"{'(มาก - ADV)': 1, '(แล้ว - ADV)': 1}",2,2
"[['(แออัด - NOUN)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(ดี - VERB)', '(<s/> - PUNCT)']]",{'(แออัด - NOUN)': 1},1,1,{'(ดี - VERB)': 1},1,1,{},0,0,{},0,0
"[['(หาด - NOUN)', '(สวย - ADJ)', '(<s/> - PUNCT)'], ['(แออัด - NOUN)', '(น้อย - ADV)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(เดิน - VERB)', '(ไป - VERB)', '(อีกหน่อย - ADV)', '(<s/> - PUNCT)']]","{'(หาด - NOUN)': 1, '(แออัด - NOUN)': 1, '(คุณ - NOUN)': 1}",3,3,"{'(เดิน - VERB)': 1, '(ไป - VERB)': 1}",2,2,{'(สวย - ADJ)': 1},1,1,"{'(น้อย - ADV)': 1, '(อีกหน่อย - ADV)': 1}",2,2
"[['(ชายหาด - NOUN)', '(สวย - ADJ)', '(ดี - ADV)', '(<s/> - PUNCT)'], ['(*เห็น - VERB)', '(ขยะ - NOUN)', '(ใดๆ - ADV)', '(<s/> - PUNCT)'], ['(กิจกรรม - NOUN)', '(ทาง - ADP)', '(น้ำ - NOUN)', '(มากมาย - ADV)', '(<s/> - PUNCT)'], ['(เก้าอี้ - NOUN)', '(อาบแดด - NOUN)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 1, '(ขยะ - NOUN)': 1, '(กิจกรรม - NOUN)': 1, '(น้ำ - NOUN)': 1, '(เก้าอี้ - NOUN)': 1, '(อาบแดด - NOUN)': 1}",6,6,{'(*เห็น - VERB)': 1},1,1,{'(สวย - ADJ)': 1},1,1,"{'(ดี - ADV)': 1, '(ใดๆ - ADV)': 1, '(มากมาย - ADV)': 1}",3,3
"[['(สิ่ง - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(. - PUNCT)', '(<s/> - PUNCT)']]",{'(สิ่ง - NOUN)': 1},1,1,{'(ดี - VERB)': 1},1,1,{},0,0,{},0,0
"[['(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(<s/> - PUNCT)'], ['(ค่อนข้าง - ADV)', '(แออัด - VERB)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(*แออัด - VERB)', '(อย่าง - PART)', '(ที่ - SCONJ)', '(ฉัน - PRON)', '(คาด - VERB)', '(ไว้ - ADV)', '(<s/> - PUNCT)'], ['(มี - VERB)', '(อะไร - PRON)', '(ให้ - SCONJ)', '(ทำ - VERB)', '(มากมาย - ADV)', '(บน - ADP)', '(ถนน - NOUN)', '(หลาย - ADV)', '(สาย - NOUN)', '(ที่อยู่ - VERB)', '(ใกล้ - ADV)', '(ๆ - PUNCT)', '(<s/> - PUNCT)'], ['(เช่นกัน - ADV)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 1, '(ถนน - NOUN)': 1, '(สาย - NOUN)': 1}",3,3,"{'(ดี - VERB)': 1, '(แออัด - VERB)': 1, '(*แออัด - VERB)': 1, '(คาด - VERB)': 1, '(มี - VERB)': 1, '(ทำ - VERB)': 1, '(ที่อยู่ - VERB)': 1}",7,7,{},0,0,"{'(ค่อนข้าง - ADV)': 1, '(ไว้ - ADV)': 1, '(มากมาย - ADV)': 1, '(หลาย - ADV)': 1, '(ใกล้ - ADV)': 1, '(เช่นกัน - ADV)': 1}",6,6
"[['(แออัด - VERB)', '(ไป - ADV)', '(ด้วย - ADP)', '(กิจกรรม - NOUN)', '(มากมาย - ADJ)', '(<s/> - PUNCT)'], ['(คนใน - NOUN)', '(ท้องถิ่น - NOUN)', '(ที่ - SCONJ)', '(ทำ - VERB)', '(กิจกรรม - NOUN)', '(ชายหาด - NOUN)', '(นั้น - DET)', '(หยาบคาย - VERB)', '(และ - CCONJ)', '(หยิ่งผยอง - NOUN)', '(<s/> - PUNCT)']]","{'(กิจกรรม - NOUN)': 2, '(คนใน - NOUN)': 1, '(ท้องถิ่น - NOUN)': 1, '(ชายหาด - NOUN)': 1, '(หยิ่งผยอง - NOUN)': 1}",5,6,"{'(แออัด - VERB)': 1, '(ทำ - VERB)': 1, '(หยาบคาย - VERB)': 1}",3,3,{'(มากมาย - ADJ)': 1},1,1,{'(ไป - ADV)': 1},1,1
"[['(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - VERB)', '(พร้อม - VERB)', '(น้ำทะเล - NOUN)', '(ใส - ADJ)', '(<s/> - PUNCT)'], ['(มี - VERB)', '(กิจกรรม - NOUN)', '(กีฬา - NOUN)', '(ทาง - ADP)', '(น้ำ - NOUN)', '(มากมาย - ADV)', '(<s/> - PUNCT)'], ['(มัน - PRON)', '(คุ้มค่า - VERB)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ไป - VERB)', '(ที่นั่น - VERB)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 1, '(น้ำทะเล - NOUN)': 1, '(กิจกรรม - NOUN)': 1, '(กีฬา - NOUN)': 1, '(น้ำ - NOUN)': 1}",5,5,"{'(สวยงาม - VERB)': 1, '(พร้อม - VERB)': 1, '(มี - VERB)': 1, '(คุ้มค่า - VERB)': 1, '(ไป - VERB)': 1, '(ที่นั่น - VERB)': 1}",6,6,{'(ใส - ADJ)': 1},1,1,{'(มากมาย - ADV)': 1},1,1
"[['(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(สะอาด - VERB)', '(<s/> - PUNCT)'], ['(ใช้ - VERB)', '(เวลา - NOUN)', '(ช่วง - NOUN)', '(บ่าย - NOUN)', '(ที่ - SCONJ)', '(น่าอัศจรรย์ - NOUN)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 1, '(เวลา - NOUN)': 1, '(ช่วง - NOUN)': 1, '(บ่าย - NOUN)': 1, '(น่าอัศจรรย์ - NOUN)': 1}",5,5,"{'(สะอาด - VERB)': 1, '(ใช้ - VERB)': 1}",2,2,{},0,0,{},0,0
