comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(เป็น - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - ADJ)', '(และ - CCONJ)', '(เป็น - VERB)', '(ที่ - SCONJ)', '(นิยม - VERB)', '(มาก - ADV)'], ['(ๆ - NOUN)'], ['(ถ้า - SCONJ)', '(คุณ - VERB)', '(มอง - VERB)', '(ด้วย - ADP)', '(ตัว - NOUN)', '(คุณ - VERB)', '(เอง - PRON)', '(คุณ - PRON)', '(สามารถ - AUX)', '(หา - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - ADJ)', '(กว่า - SCONJ)', '(โดย - SCONJ)', '(*ต้อง - AUX)', '(นัก - VERB)', '(ท่องเที่ยว - ADV)']]","{'(สถานที่ - NOUN)': 2, '(ๆ - NOUN)': 1, '(ตัว - NOUN)': 1}",3,4,"{'(เป็น - VERB)': 2, '(นิยม - VERB)': 1, '(คุณ - VERB)': 2, '(มอง - VERB)': 1, '(หา - VERB)': 1, '(นัก - VERB)': 1}",6,8,{'(ดี - ADJ)': 2},1,2,"{'(มาก - ADV)': 1, '(ท่องเที่ยว - ADV)': 1}",2,2
"[['(การ - NOUN)', '(ค้น - VERB)', '(พบ - VERB)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(ใน - ADP)', '(ส่วน - NOUN)', '(ของ - ADP)', '(เรา - PRON)', '(โดย - SCONJ)', '(*เสีย - VERB)', '(ค่า - NOUN)', '(ใช้จ่าย - NOUN)', '(เรา - PRON)', '(สามารถ - AUX)', '(สำรวจ - VERB)', '(พื้นที่ - NOUN)', '(ต่าง - VERB)'], ['(ๆ - NOUN)'], ['(มากมาย - NOUN)', '(และ - CCONJ)', '(เรียนรู้ - VERB)', '(เพิ่มเติม - ADV)', '(เกี่ยว - VERB)', '(กับ - ADP)', '(ศาสนา - NOUN)']]","{'(การ - NOUN)': 1, '(ส่วน - NOUN)': 1, '(ค่า - NOUN)': 1, '(ใช้จ่าย - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(ๆ - NOUN)': 1, '(มากมาย - NOUN)': 1, '(ศาสนา - NOUN)': 1}",8,8,"{'(ค้น - VERB)': 1, '(พบ - VERB)': 1, '(ยอดเยี่ยม - VERB)': 1, '(*เสีย - VERB)': 1, '(สำรวจ - VERB)': 1, '(ต่าง - VERB)': 1, '(เรียนรู้ - VERB)': 1, '(เกี่ยว - VERB)': 1}",8,8,{},0,0,{'(เพิ่มเติม - ADV)': 1},1,1
"[['(จะ - AUX)', '(ต้อง - AUX)', '(หยุด - VERB)', '(ใน - ADP)', '(ระหว่าง - ADP)', '(การ - NOUN)', '(เดินทาง - VERB)', '(วัน - NOUN)', '(เดียว - DET)', '(กับ - ADP)', '(ภูเก็ต - NOUN)', '(ด้วย - ADP)', '(คน - NOUN)', '(ขับ - VERB)', '(ส่วน - NOUN)', '(ตัว - NOUN)', '(ที่ - SCONJ)', '(คุณ - VERB)', '(ต้อง - AUX)', '(หา - VERB)', '(ข้อ - NOUN)', '(เสนอ - VERB)', '(ราคา - NOUN)', '(ถูก - ADJ)'], ['(ผล - NOUN)', '(งาน - NOUN)', '(ชิ้น - NOUN)', '(เอก - NOUN)', '(ของ - ADP)', '(ศิลปะ - NOUN)', '(ไทย - PROPN)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(ที่ - SCONJ)', '(สร้าง - VERB)', '(ขึ้น - AUX)', '(เมื่อ - SCONJ)', '(หลาย - DET)', '(สิบ - NOUN)', '(ปี - NOUN)', '(ที่ - SCONJ)', '(ผ่าน - VERB)', '(มา - AUX)', '(ทิวทัศน์ - NOUN)', '(อัน - SCONJ)', '(งดงาม - ADJ)', '(จาก - ADP)', '(จุด - NOUN)', '(สูง - ADJ)', '(สุด - ADV)']]","{'(การ - NOUN)': 1, '(วัน - NOUN)': 1, '(ภูเก็ต - NOUN)': 1, '(คน - NOUN)': 1, '(ส่วน - NOUN)': 1, '(ตัว - NOUN)': 1, '(ข้อ - NOUN)': 1, '(ราคา - NOUN)': 1, '(ผล - NOUN)': 1, '(งาน - NOUN)': 1, '(ชิ้น - NOUN)': 1, '(เอก - NOUN)': 1, '(ศิลปะ - NOUN)': 1, '(สิบ - NOUN)': 1, '(ปี - NOUN)': 1, '(ทิวทัศน์ - NOUN)': 1, '(จุด - NOUN)': 1}",17,17,"{'(หยุด - VERB)': 1, '(เดินทาง - VERB)': 1, '(ขับ - VERB)': 1, '(คุณ - VERB)': 1, '(หา - VERB)': 1, '(เสนอ - VERB)': 1, '(ยอดเยี่ยม - VERB)': 1, '(สร้าง - VERB)': 1, '(ผ่าน - VERB)': 1}",9,9,"{'(ถูก - ADJ)': 1, '(งดงาม - ADJ)': 1, '(สูง - ADJ)': 1}",3,3,{'(สุด - ADV)': 1},1,1
"[['(วัด - VERB)', '(ที่ - SCONJ)', '(สะอาด - NOUN)', '(และ - CCONJ)', '(สวยงาม - ADJ)', '(มาก - ADV)'], ['(ได้ - AUX)', '(รับ - VERB)', '(การ - NOUN)', '(ดูแล - VERB)', '(อย่าง - PART)', '(ดี - ADJ)'], ['(ผู้คน - NOUN)', '(ติดตาม - VERB)', '(วินัย - NOUN)', '(ที่ - SCONJ)', '(นี่ - VERB)'], ['(คุณ - PRON)', '(สามารถ - AUX)', '(มอง - VERB)', '(เห็น - VERB)', '(พระพุทธรูป - NOUN)', '(องค์ - NOUN)', '(ใหญ่ - ADJ)', '(ได้ - AUX)', '(จาก - ADP)', '(ที่ - SCONJ)', '(นี่ - VERB)', '(บน - ADP)', '(ภูเขา - NOUN)']]","{'(สะอาด - NOUN)': 1, '(การ - NOUN)': 1, '(ผู้คน - NOUN)': 1, '(วินัย - NOUN)': 1, '(พระพุทธรูป - NOUN)': 1, '(องค์ - NOUN)': 1, '(ภูเขา - NOUN)': 1}",7,7,"{'(วัด - VERB)': 1, '(รับ - VERB)': 1, '(ดูแล - VERB)': 1, '(ติดตาม - VERB)': 1, '(นี่ - VERB)': 2, '(มอง - VERB)': 1, '(เห็น - VERB)': 1}",7,8,"{'(สวยงาม - ADJ)': 1, '(ดี - ADJ)': 1, '(ใหญ่ - ADJ)': 1}",3,3,{'(มาก - ADV)': 1},1,1
"[['(ราคา - NOUN)', '(โปรด - NOUN)', '(ของ - ADP)', '(ฉัน - PRON)', '(ฟรี - VERB)', '(เหมาะ - VERB)', '(สำหรับ - ADP)', '(การ - NOUN)', '(ออก - VERB)', '(ไป - AUX)', '(เที่ยว - VERB)', '(เล่น - VERB)', '(นอก - ADP)', '(สถานที่ - NOUN)', '(สถาปนิก - NOUN)', '(ที่ - SCONJ)', '(น่า - VERB)', '(รัก - NOUN)']]","{'(ราคา - NOUN)': 1, '(โปรด - NOUN)': 1, '(การ - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(สถาปนิก - NOUN)': 1, '(รัก - NOUN)': 1}",6,6,"{'(ฟรี - VERB)': 1, '(เหมาะ - VERB)': 1, '(ออก - VERB)': 1, '(เที่ยว - VERB)': 1, '(เล่น - VERB)': 1, '(น่า - VERB)': 1}",6,6,{},0,0,{},0,0
"[['(วัดพุทธ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(มาก - ADV)'], ['(สถาปัตยกรรม - NOUN)', '(ที่ - SCONJ)', '(ดี - ADJ)'], ['(*มี - VERB)', '(ค่า - NOUN)', '(ธรรมเนียม - NOUN)', '(แรก - ADJ)', '(เข้า - VERB)'], ['(แต่ - CCONJ)', '(อย่า - NOUN)', '(ลืม - NOUN)', '(ถอด - NOUN)', '(รองเท้า - NOUN)', '(ก่อน - ADV)', '(เข้า - VERB)', '(วัด - VERB)'], ['(เป็น - VERB)', '(ที่ - SCONJ)', '(น่า - VERB)', '(สนใจ - VERB)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ดู - VERB)', '(ว่า - SCONJ)', '(พวก - NOUN)', '(เขา - PRON)', '(ระเบิด - VERB)', '(แครกเกอร์ - NOUN)', '(ภาย - NOUN)', '(ใน - ADP)', '(โดม - NOUN)', '(อิฐ - NOUN)', '(อย่าง - PART)', '(ไร - VERB)'], ['(ป.ล. - NOUN)'], ['(พกร่ม - NOUN)', '(และ - CCONJ)', '(สวม - NOUN)', '(ถุง - NOUN)', '(เท้า - NOUN)', '(ถ้า - SCONJ)', '(คุณ - VERB)', '(รัก - NOUN)', '(ผิว - NOUN)', '(และ - CCONJ)', '(เท้า - NOUN)', '(ของ - ADP)', '(คุณ - NOUN)']]","{'(วัดพุทธ - NOUN)': 1, '(สถาปัตยกรรม - NOUN)': 1, '(ค่า - NOUN)': 1, '(ธรรมเนียม - NOUN)': 1, '(อย่า - NOUN)': 1, '(ลืม - NOUN)': 1, '(ถอด - NOUN)': 1, '(รองเท้า - NOUN)': 1, '(พวก - NOUN)': 1, '(แครกเกอร์ - NOUN)': 1, '(ภาย - NOUN)': 1, '(โดม - NOUN)': 1, '(อิฐ - NOUN)': 1, '(ป.ล. - NOUN)': 1, '(พกร่ม - NOUN)': 1, '(สวม - NOUN)': 1, '(ถุง - NOUN)': 1, '(เท้า - NOUN)': 2, '(รัก - NOUN)': 1, '(ผิว - NOUN)': 1, '(คุณ - NOUN)': 1}",21,22,"{'(*มี - VERB)': 1, '(เข้า - VERB)': 2, '(วัด - VERB)': 1, '(เป็น - VERB)': 1, '(น่า - VERB)': 1, '(สนใจ - VERB)': 1, '(ดู - VERB)': 1, '(ระเบิด - VERB)': 1, '(ไร - VERB)': 1, '(คุณ - VERB)': 1}",10,11,"{'(สวยงาม - ADJ)': 1, '(ดี - ADJ)': 1, '(แรก - ADJ)': 1}",3,3,"{'(มาก - ADV)': 1, '(ก่อน - ADV)': 1}",2,2
"[['(ไป - AUX)', '(เร็ว - ADV)', '(มาก - ADV)', '(หรือ - CCONJ)', '(ช้า - ADV)'], ['(เวลา - NOUN)', '(กลาง - ADJ)', '(วัน - NOUN)', '(ยุ่ง - VERB)', '(มาก - ADV)', '(และ - CCONJ)', '(ร้อน - ADJ)', '(มาก - ADV)']]","{'(เวลา - NOUN)': 1, '(วัน - NOUN)': 1}",2,2,{'(ยุ่ง - VERB)': 1},1,1,"{'(กลาง - ADJ)': 1, '(ร้อน - ADJ)': 1}",2,2,"{'(เร็ว - ADV)': 1, '(มาก - ADV)': 3, '(ช้า - ADV)': 1}",3,5
"[['(วัด - VERB)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(และ - CCONJ)', '(บรรยากาศ - NOUN)', '(อัน - SCONJ)', '(เงียบ - ADJ)', '(สงบ - NOUN)']]","{'(บรรยากาศ - NOUN)': 1, '(สงบ - NOUN)': 1}",2,2,{'(วัด - VERB)': 1},1,1,"{'(สวยงาม - ADJ)': 1, '(เงียบ - ADJ)': 1}",2,2,{},0,0
"[['(เยี่ยมชม - NOUN)', '(ใน - ADP)', '(ตอน - NOUN)', '(เช้า - VERB)'], ['(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(และ - CCONJ)', '(เงียบ - NOUN)', '(สงบ - NOUN)', '(มาก - ADV)']]","{'(เยี่ยมชม - NOUN)': 1, '(ตอน - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(เงียบ - NOUN)': 1, '(สงบ - NOUN)': 1}",5,5,{'(เช้า - VERB)': 1},1,1,{'(สวยงาม - ADJ)': 1},1,1,{'(มาก - ADV)': 1},1,1
"[['(วัดฉลอง - NOUN)', '(มี - VERB)', '(วัด - VERB)', '(ที่ - SCONJ)', '(สวยงาม - NOUN)', '(หลาย - DET)', '(แห่ง - NOUN)', '(อยู่ - AUX)', '(ใน - ADP)', '(สภาพ - NOUN)', '(ดี - ADJ)', '(และ - CCONJ)', '(*มี - VERB)', '(พวก - NOUN)', '(เขา - PRON)', '(อยู่ - VERB)', '(ใน - ADP)', '(ขั้นตอน - NOUN)', '(การ - NOUN)', '(ปรับปรุง - VERB)', '(บาง - DET)', '(ส่วน - NOUN)', '(ภาย - NOUN)', '(นอก - ADP)'], ['(แต่ - CCONJ)', '(มัน - PRON)', '(*ได้ - AUX)', '(ส่ง - VERB)', '(ผล - NOUN)', '(กระทบ - VERB)', '(ต่อ - ADP)', '(ประสบการณ์ - NOUN)'], ['(มี - VERB)', '(นัก - ADV)', '(ท่องเที่ยว - ADV)', '(*มาก - ADJ)', '(นัก - ADV)', '(เมื่อ - SCONJ)', '(เรา - PRON)', '(อยู่ - VERB)', '(ที่ - ADP)', '(นั่น - NOUN)', '(ใน - ADP)', '(ช่วง - NOUN)', '(เที่ยง - NOUN)', '(วัน - NOUN)', '(ศุกร์ - NOUN)', '(ใน - ADP)', '(ช่วง - NOUN)', '(ฤดู - NOUN)', '(ท่องเที่ยว - ADJ)'], ['(เมื่อ - SCONJ)', '(เรา - PRON)', '(เข้า - VERB)', '(ไป - AUX)', '(ใน - ADP)', '(วัด - VERB)', '(ที่ - SCONJ)', '(ใหญ่ - ADJ)', '(ที่สุด - ADV)', '(*มี - VERB)', '(ใคร - PRON)', '(แจก - NOUN)', '(โสร่ง - NOUN)'], ['(แต่ - CCONJ)', '(มี - VERB)', '(บาง - DET)', '(คน - NOUN)', '(เมื่อ - SCONJ)', '(เรา - PRON)', '(ออก - VERB)', '(ไป - AUX)'], ['(ดี - ADJ)', '(กว่า - SCONJ)', '(ที่ - SCONJ)', '(จะ - AUX)', '(สวม - VERB)', '(ใส่ - VERB)', '(เสื้อผ้า - NOUN)', '(ที่ - SCONJ)', '(เรียบง่าย - ADJ)', '(*มี - VERB)', '(เสื้อ - NOUN)', '(กล้าม - NOUN)', '(และ - CCONJ)', '(หัวเข่า - NOUN)', '(ปกคลุม - NOUN)', '(สำหรับ - ADP)', '(ผู้ - PRON)', '(หญิง - VERB)'], ['(สามารถ - AUX)', '(แนะนำ - VERB)', '(ให้ - SCONJ)', '(ดู - VERB)', '(อย่าง - PART)', '(แน่นอน - ADJ)'], ['(โดย - PART)', '(เฉพาะ - ADJ)', '(ด้าน - NOUN)', '(ใน - ADP)', '(ของ - ADP)', '(วัด - VERB)', '(หลัก - NOUN)', '(นั้น - DET)', '(งดงาม - ADJ)', '(และ - CCONJ)', '(น่า - NOUN)', '(สนใจ - VERB)']]","{'(วัดฉลอง - NOUN)': 1, '(สวยงาม - NOUN)': 1, '(แห่ง - NOUN)': 1, '(สภาพ - NOUN)': 1, '(พวก - NOUN)': 1, '(ขั้นตอน - NOUN)': 1, '(การ - NOUN)': 1, '(ส่วน - NOUN)': 1, '(ภาย - NOUN)': 1, '(ผล - NOUN)': 1, '(ประสบการณ์ - NOUN)': 1, '(นั่น - NOUN)': 1, '(ช่วง - NOUN)': 2, '(เที่ยง - NOUN)': 1, '(วัน - NOUN)': 1, '(ศุกร์ - NOUN)': 1, '(ฤดู - NOUN)': 1, '(แจก - NOUN)': 1, '(โสร่ง - NOUN)': 1, '(คน - NOUN)': 1, '(เสื้อผ้า - NOUN)': 1, '(เสื้อ - NOUN)': 1, '(กล้าม - NOUN)': 1, '(หัวเข่า - NOUN)': 1, '(ปกคลุม - NOUN)': 1, '(ด้าน - NOUN)': 1, '(หลัก - NOUN)': 1, '(น่า - NOUN)': 1}",28,29,"{'(มี - VERB)': 3, '(วัด - VERB)': 3, '(*มี - VERB)': 3, '(อยู่ - VERB)': 2, '(ปรับปรุง - VERB)': 1, '(ส่ง - VERB)': 1, '(กระทบ - VERB)': 1, '(เข้า - VERB)': 1, '(ออก - VERB)': 1, '(สวม - VERB)': 1, '(ใส่ - VERB)': 1, '(หญิง - VERB)': 1, '(แนะนำ - VERB)': 1, '(ดู - VERB)': 1, '(สนใจ - VERB)': 1}",15,22,"{'(ดี - ADJ)': 2, '(*มาก - ADJ)': 1, '(ท่องเที่ยว - ADJ)': 1, '(ใหญ่ - ADJ)': 1, '(เรียบง่าย - ADJ)': 1, '(แน่นอน - ADJ)': 1, '(เฉพาะ - ADJ)': 1, '(งดงาม - ADJ)': 1}",8,9,"{'(นัก - ADV)': 2, '(ท่องเที่ยว - ADV)': 1, '(ที่สุด - ADV)': 1}",3,4
