comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(จุด - NOUN)', '(ชม - VERB)', '(วิว - NOUN)', '(ดี - NOUN)', '(แต่ - CCONJ)', '(ควร - AUX)', '(เดิน - VERB)', '(ลง - VERB)', '(ไป - VERB)', '(ที่ - SCONJ)', '(ชาย - NOUN)', '(ฝั่ง - NOUN)', '(ใกล้ - VERB)', '(ๆ - PUNCT)'], ['(ใช้ - VERB)', '(เวลา - NOUN)', '(ประมาณ - ADV)', '(สี่ - NUM)', '(สิบ - NUM)', '(ห้า - NOUN)', '(หก - NOUN)', '(สิบ - NUM)', '(นาที - NOUN)', '(เพื่อ - SCONJ)', '(ให้ - SCONJ)', '(เส้นทาง - NOUN)', '(เล็ก - ADJ)', '(ๆ - PUNCT)'], ['(คุ้ม - NOUN)', '(ค่า - NOUN)']]","{'(จุด - NOUN)': 1, '(วิว - NOUN)': 1, '(ดี - NOUN)': 1, '(ชาย - NOUN)': 1, '(ฝั่ง - NOUN)': 1, '(เวลา - NOUN)': 1, '(ห้า - NOUN)': 1, '(หก - NOUN)': 1, '(นาที - NOUN)': 1, '(เส้นทาง - NOUN)': 1, '(คุ้ม - NOUN)': 1, '(ค่า - NOUN)': 1}",12,12,"{'(ชม - VERB)': 1, '(เดิน - VERB)': 1, '(ลง - VERB)': 1, '(ไป - VERB)': 1, '(ใกล้ - VERB)': 1, '(ใช้ - VERB)': 1}",6,6,{'(เล็ก - ADJ)': 1},1,1,{'(ประมาณ - ADV)': 1},1,1
"[['(จุด - NOUN)', '(ชม - VERB)', '(วิว - NOUN)', '(ที่ - SCONJ)', '(น่า - AUX)', '(ตื่นตาตื่นใจ - VERB)']]","{'(จุด - NOUN)': 1, '(วิว - NOUN)': 1}",2,2,"{'(ชม - VERB)': 1, '(ตื่นตาตื่นใจ - VERB)': 1}",2,2,{},0,0,{},0,0
"[['(คน - NOUN)', '(เยอะ - NOUN)', '(มาก - VERB)', '(มัน - PRON)', '(แออัด - VERB)', '(มาก - ADV)', '(มัน - PRON)', '(ไร้ - VERB)', '(สาระ - NOUN)', '(เป็น - VERB)', '(บ้า - NOUN)', '(ที่ - SCONJ)', '(พยายาม - VERB)', '(ดึง - NOUN)', '(คน - NOUN)', '(ที่ - SCONJ)', '(ผ่าน - VERB)', '(มา - VERB)', '(และ - CCONJ)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(*แตกต่าง - VERB)', '(จาก - ADP)', '(ที่ - SCONJ)', '(อื่น - DET)', '(*คุ้ม - NOUN)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ไป - VERB)', '(เมื่อ - SCONJ)', '(แออัด - VERB)']]","{'(คน - NOUN)': 2, '(เยอะ - NOUN)': 1, '(สาระ - NOUN)': 1, '(บ้า - NOUN)': 1, '(ดึง - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(*คุ้ม - NOUN)': 1}",7,8,"{'(มาก - VERB)': 1, '(แออัด - VERB)': 2, '(ไร้ - VERB)': 1, '(เป็น - VERB)': 1, '(พยายาม - VERB)': 1, '(ผ่าน - VERB)': 1, '(มา - VERB)': 1, '(ตก - VERB)': 1, '(*แตกต่าง - VERB)': 1, '(ไป - VERB)': 1}",10,11,{},0,0,{'(มาก - ADV)': 1},1,1
"[['(จุด - NOUN)', '(ชม - VERB)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ที่ - SCONJ)', '(สวยงาม - NOUN)', '(ของ - ADP)', '(ภูเก็ต - NOUN)', '(ประเทศ - NOUN)', '(ไทย - PROPN)', '(ขับ - NOUN)', '(รถ - NOUN)', '(จาก - ADP)', '(ตัวเมือง - NOUN)', '(ภูเก็ต - NOUN)', '(ประมาณ - ADV)', '(สาม - NUM)', '(สิบ - NUM)', '(นาที - NOUN)', '(มัน - PRON)', '(สมบูรณ์แบบ - NOUN)']]","{'(จุด - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(สวยงาม - NOUN)': 1, '(ภูเก็ต - NOUN)': 2, '(ประเทศ - NOUN)': 1, '(ขับ - NOUN)': 1, '(รถ - NOUN)': 1, '(ตัวเมือง - NOUN)': 1, '(นาที - NOUN)': 1, '(สมบูรณ์แบบ - NOUN)': 1}",10,11,"{'(ชม - VERB)': 1, '(ตก - VERB)': 1}",2,2,{},0,0,{'(ประมาณ - ADV)': 1},1,1
"[['(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(ที่สุด - ADV)', '(ใน - ADP)', '(การ - NOUN)', '(ชม - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ใน - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - PROPN)', '(เป็น - VERB)', '(จุด - NOUN)', '(ชม - VERB)', '(วิว - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(คุณ - NOUN)', '(ควร - AUX)', '(ไป - VERB)', '(ถึง - ADP)', '(ครึ่ง - NUM)', '(ชั่วโมง - NOUN)', '(ก่อน - SCONJ)', '(ถึง - ADP)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(เพื่อ - SCONJ)', '(ดู - AUX)', '(ความ - NOUN)', '(งาม - VERB)', '(ที่ - SCONJ)', '(แท้จริง - ADV)', '(มี - VERB)', '(ฝูง - NOUN)', '(ชน - NOUN)', '(มากมาย - ADJ)', '(ดัง - ADP)', '(นั้น - DET)', '(หา - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(ที่สุด - ADV)', '(ของ - ADP)', '(คุณ - NOUN)', '(เพื่อ - SCONJ)', '(ชม - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(คุณ - NOUN)', '(ได้ - AUX)', '(ทุก - ADV)', '(อย่าง - PART)', '(เพื่อ - SCONJ)', '(กิน - VERB)', '(ใกล้ - VERB)', '(จุด - NOUN)', '(นี้ - DET)', '(อย่า - AUX)', '(พลาด - NOUN)', '(น้ำ - NOUN)', '(มะพร้าว - NOUN)']]","{'(สถานที่ - NOUN)': 2, '(ดี - NOUN)': 2, '(การ - NOUN)': 1, '(ชม - NOUN)': 2, '(พระอาทิตย์ - NOUN)': 3, '(จังหวัด - NOUN)': 1, '(จุด - NOUN)': 2, '(วิว - NOUN)': 1, '(คุณ - NOUN)': 3, '(ชั่วโมง - NOUN)': 1, '(ความ - NOUN)': 1, '(ฝูง - NOUN)': 1, '(ชน - NOUN)': 1, '(พลาด - NOUN)': 1, '(น้ำ - NOUN)': 1, '(มะพร้าว - NOUN)': 1}",16,24,"{'(ตก - VERB)': 3, '(เป็น - VERB)': 1, '(ชม - VERB)': 1, '(ไป - VERB)': 1, '(งาม - VERB)': 1, '(มี - VERB)': 1, '(หา - VERB)': 1, '(กิน - VERB)': 1, '(ใกล้ - VERB)': 1}",9,11,"{'(สวยงาม - ADJ)': 1, '(มากมาย - ADJ)': 1}",2,2,"{'(ที่สุด - ADV)': 2, '(แท้จริง - ADV)': 1, '(ทุก - ADV)': 1}",3,4
"[['(นี่ - DET)', '(*ใช่ - VERB)', '(แผนที่ - NOUN)', '(ที่ - SCONJ)', '(ถูกต้อง - NOUN)', '(โปรด - ADJ)', '(ผู้ - NOUN)', '(ดูแล - VERB)', '(ระบบ - NOUN)', '(เปลี่ยน - VERB)', '(แผนที่ - SCONJ)', '(สถานที่ - NOUN)', '(ให้ - SCONJ)', '(ถูกต้อง - NOUN)', '(เพราะ - SCONJ)', '(นัก - NOUN)', '(ท่องเที่ยว - NOUN)', '(จำนวน - NOUN)', '(มาก - NOUN)', '(ติดตาม - VERB)', '(แผนที่ - NOUN)', '(ของ - ADP)', '(คุณ - NOUN)', '(ผิด - VERB)', '(ที่ - SCONJ)']]","{'(แผนที่ - NOUN)': 2, '(ถูกต้อง - NOUN)': 2, '(ผู้ - NOUN)': 1, '(ระบบ - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(นัก - NOUN)': 1, '(ท่องเที่ยว - NOUN)': 1, '(จำนวน - NOUN)': 1, '(มาก - NOUN)': 1, '(คุณ - NOUN)': 1}",10,12,"{'(*ใช่ - VERB)': 1, '(ดูแล - VERB)': 1, '(เปลี่ยน - VERB)': 1, '(ติดตาม - VERB)': 1, '(ผิด - VERB)': 1}",5,5,{'(โปรด - ADJ)': 1},1,1,{},0,0
"[['(สถานที่ - NOUN)', '(สงบ - NOUN)', '(และ - CCONJ)', '(เงียบ - NOUN)', '(สงบ - NOUN)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(สถานที่ - NOUN)', '(นี้ - DET)', '(ก่อน - SCONJ)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ดิน - NOUN)', '(เริ่มต้น - NOUN)', '(ค้นหา - NOUN)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(ระหว่าง - ADP)', '(ต้น - NOUN)', '(มะพร้าว - NOUN)', '(และ - CCONJ)', '(เพลิดเพลิน - NOUN)', '(กับ - ADP)', '(ทิวทัศน์ - NOUN)', '(ความ - NOUN)', '(กังวล - NOUN)', '(ทั้งหมด - NOUN)', '(ที่ - SCONJ)', '(คุณ - NOUN)', '(อาจ - AUX)', '(มี - VERB)', '(จะ - AUX)', '(หาย - VERB)', '(ไป - ADV)', '(มี - VERB)', '(จุด - NOUN)', '(เดิน - VERB)', '(ป่า - NOUN)', '(เล็ก - ADJ)', '(ๆ - PUNCT)'], ['(เช่น - PART)', '(กัน - PRON)']]","{'(สถานที่ - NOUN)': 3, '(สงบ - NOUN)': 2, '(เงียบ - NOUN)': 1, '(เยี่ยม - NOUN)': 1, '(ชม - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(ดิน - NOUN)': 1, '(เริ่มต้น - NOUN)': 1, '(ค้นหา - NOUN)': 1, '(ต้น - NOUN)': 1, '(มะพร้าว - NOUN)': 1, '(เพลิดเพลิน - NOUN)': 1, '(ทิวทัศน์ - NOUN)': 1, '(ความ - NOUN)': 1, '(กังวล - NOUN)': 1, '(ทั้งหมด - NOUN)': 1, '(คุณ - NOUN)': 1, '(จุด - NOUN)': 1, '(ป่า - NOUN)': 1}",19,22,"{'(ตก - VERB)': 1, '(มี - VERB)': 2, '(หาย - VERB)': 1, '(เดิน - VERB)': 1}",4,5,"{'(สวยงาม - ADJ)': 1, '(เล็ก - ADJ)': 1}",2,2,{'(ไป - ADV)': 1},1,1
"[['(สถานที่ - NOUN)', '(มี - VERB)', '(ชื่อเสียง - NOUN)', '(ใน - ADP)', '(การ - NOUN)', '(ชม - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ที่ - SCONJ)', '(ยิ่งใหญ่ - NOUN)', '(นอก - ADP)', '(จาก - ADP)', '(นี้ - DET)', '(ยัง - AUX)', '(มี - VERB)', '(ช่วง - NOUN)', '(ระยะ - NOUN)', '(การ - NOUN)', '(เดินทาง - VERB)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(สิบ - NOUN)', '(ห้า - NOUN)', '(ยี่ - NOUN)', '(สิบ - NUM)', '(นาที - NOUN)', '(นัก - NOUN)', '(ท่องเที่ยว - VERB)', '(ส่วน - NOUN)', '(ใหญ่ - ADJ)', '(มา - VERB)', '(ที่ - SCONJ)', '(นี่ - PRON)', '(เพื่อ - SCONJ)', '(ชม - NOUN)', '(ความ - NOUN)', '(งดงาม - ADJ)', '(และ - CCONJ)', '(เพลิดเพลิน - NOUN)', '(กับ - ADP)', '(ช่วง - NOUN)', '(เวลา - NOUN)', '(ที่ - SCONJ)', '(สงบสุข - NOUN)', '(รอบ - NOUN)', '(มหาสมุทร - NOUN)', '(แท้จริง - ADV)', '(คุณ - NOUN)', '(สามารถ - AUX)', '(ใช้ - VERB)', '(เวลา - NOUN)', '(หนึ่ง - NUM)', '(ชั่วโมง - NOUN)', '(หรือ - CCONJ)', '(มาก - ADV)', '(กว่า - ADP)', '(นั้น - DET)', '(ใน - ADP)', '(สถานที่ - NOUN)', '(แหลม - ADJ)', '(พรหม - NOUN)', '(เทพ - NOUN)', '(ให้ - SCONJ)', '(ภาพ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - NOUN)', '(ดัง - ADP)', '(นั้น - DET)', '(อย่า - AUX)', '(ลืม - VERB)', '(คลิก - VERB)', '(รูป - NOUN)', '(สวย - ADJ)', '(ๆ - PUNCT)'], ['(] - SYM)']]","{'(สถานที่ - NOUN)': 2, '(ชื่อเสียง - NOUN)': 1, '(การ - NOUN)': 2, '(ชม - NOUN)': 2, '(พระอาทิตย์ - NOUN)': 1, '(ยิ่งใหญ่ - NOUN)': 1, '(ช่วง - NOUN)': 2, '(ระยะ - NOUN)': 1, '(ดี - NOUN)': 1, '(สิบ - NOUN)': 1, '(ห้า - NOUN)': 1, '(ยี่ - NOUN)': 1, '(นาที - NOUN)': 1, '(นัก - NOUN)': 1, '(ส่วน - NOUN)': 1, '(ความ - NOUN)': 1, '(เพลิดเพลิน - NOUN)': 1, '(เวลา - NOUN)': 2, '(สงบสุข - NOUN)': 1, '(รอบ - NOUN)': 1, '(มหาสมุทร - NOUN)': 1, '(คุณ - NOUN)': 1, '(ชั่วโมง - NOUN)': 1, '(พรหม - NOUN)': 1, '(เทพ - NOUN)': 1, '(ภาพ - NOUN)': 1, '(สวยงาม - NOUN)': 1, '(รูป - NOUN)': 1}",28,33,"{'(มี - VERB)': 2, '(ตก - VERB)': 1, '(เดินทาง - VERB)': 1, '(ท่องเที่ยว - VERB)': 1, '(มา - VERB)': 1, '(ใช้ - VERB)': 1, '(ลืม - VERB)': 1, '(คลิก - VERB)': 1}",8,9,"{'(ใหญ่ - ADJ)': 1, '(งดงาม - ADJ)': 1, '(แหลม - ADJ)': 1, '(สวย - ADJ)': 1}",4,4,"{'(แท้จริง - ADV)': 1, '(มาก - ADV)': 1}",2,2
"[['(มุมมอง - NOUN)', '(ที่ - SCONJ)', '(น่า - AUX)', '(ตื่นตาตื่นใจ - VERB)', '(ใน - ADP)', '(ทะเล - NOUN)', '(และ - CCONJ)', '(หมู่ - NOUN)', '(เกาะ - NOUN)', '(เส้นทาง - NOUN)', '(ลื่น - NOUN)', '(มาก - ADV)', '(และ - CCONJ)', '(ต้องการ - VERB)', '(ทักษะ - NOUN)', '(การ - NOUN)', '(ปีน - NOUN)', '(เขา - PRON)', '(เพื่อ - SCONJ)', '(ให้ - SCONJ)', '(ได้ - AUX)', '(ภาพ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(ที่สุด - ADV)']]","{'(มุมมอง - NOUN)': 1, '(ทะเล - NOUN)': 1, '(หมู่ - NOUN)': 1, '(เกาะ - NOUN)': 1, '(เส้นทาง - NOUN)': 1, '(ลื่น - NOUN)': 1, '(ทักษะ - NOUN)': 1, '(การ - NOUN)': 1, '(ปีน - NOUN)': 1, '(ภาพ - NOUN)': 1, '(ดี - NOUN)': 1}",11,11,"{'(ตื่นตาตื่นใจ - VERB)': 1, '(ต้องการ - VERB)': 1}",2,2,{},0,0,"{'(มาก - ADV)': 1, '(ที่สุด - ADV)': 1}",2,2
"[['(ต้อง - AUX)', '(ไป - VERB)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(สถานที่ - NOUN)', '(แห่ง - NOUN)', '(นี้ - DET)', '(ทิวทัศน์ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(มาก - ADV)', '(โดย - SCONJ)', '(เฉพาะ - PART)', '(ใน - ADP)', '(ช่วง - NOUN)', '(เวลา - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(สามารถ - AUX)', '(มอง - VERB)', '(เห็น - VERB)', '(ทะเล - NOUN)', '(อันดามัน - NOUN)', '(และ - CCONJ)', '(ยัง - AUX)', '(คุ้ม - NOUN)', '(ค่า - NOUN)', '(แก่ - ADP)', '(การ - NOUN)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(สำหรับ - ADP)', '(ทุก - ADV)', '(คน - NOUN)', '(มี - VERB)', '(ร้าน - NOUN)', '(ค้า - VERB)', '(บาง - ADV)', '(ร้าน - NOUN)', '(ขาย - VERB)', '(เสื้อผ้า - NOUN)', '(เครื่อง - NOUN)', '(ดื่ม - VERB)', '(และ - CCONJ)', '(อื่น - DET)', '(ๆ - PUNCT)'], ['(ค่า - NOUN)', '(เข้า - VERB)', '(ชม - NOUN)', '(เป็น - VERB)', '(ฟรี - NOUN)', '(ตรวจสอบ - VERB)', '(ให้ - SCONJ)', '(แน่ใจ - NOUN)', '(ว่า - SCONJ)', '(ได้ - AUX)', '(เดิน - VERB)', '(ไป - VERB)', '(รอบ - NOUN)', '(ๆ - PUNCT)'], ['(บริเวณ - NOUN)', '(นั้น - DET)', '(ซึ่ง - SCONJ)', '(ประกอบ - VERB)', '(ด้วย - ADP)', '(เนิน - NOUN)', '(เขา - PRON)', '(ขึ้น - AUX)', '(ลง - VERB)', '(และ - CCONJ)', '(ระวัง - VERB)', '(ลิง - NOUN)', '(ด้วย - ADP)']]","{'(เยี่ยม - NOUN)': 2, '(ชม - NOUN)': 3, '(สถานที่ - NOUN)': 1, '(แห่ง - NOUN)': 1, '(ทิวทัศน์ - NOUN)': 1, '(ช่วง - NOUN)': 1, '(เวลา - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(ทะเล - NOUN)': 1, '(อันดามัน - NOUN)': 1, '(คุ้ม - NOUN)': 1, '(ค่า - NOUN)': 2, '(การ - NOUN)': 1, '(คน - NOUN)': 1, '(ร้าน - NOUN)': 2, '(เสื้อผ้า - NOUN)': 1, '(เครื่อง - NOUN)': 1, '(ฟรี - NOUN)': 1, '(แน่ใจ - NOUN)': 1, '(รอบ - NOUN)': 1, '(บริเวณ - NOUN)': 1, '(เนิน - NOUN)': 1, '(ลิง - NOUN)': 1}",23,28,"{'(ไป - VERB)': 2, '(ตก - VERB)': 1, '(มอง - VERB)': 1, '(เห็น - VERB)': 1, '(มี - VERB)': 1, '(ค้า - VERB)': 1, '(ขาย - VERB)': 1, '(ดื่ม - VERB)': 1, '(เข้า - VERB)': 1, '(เป็น - VERB)': 1, '(ตรวจสอบ - VERB)': 1, '(เดิน - VERB)': 1, '(ประกอบ - VERB)': 1, '(ลง - VERB)': 1, '(ระวัง - VERB)': 1}",15,16,{'(สวยงาม - ADJ)': 1},1,1,"{'(มาก - ADV)': 1, '(ทุก - ADV)': 1, '(บาง - ADV)': 1}",3,3
