comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(ไป - AUX)', '(ที่ - SCONJ)', '(นี่ - VERB)', '(ใน - ADP)', '(วัน - NOUN)', '(ที่ - SCONJ)', '(อากาศ - NOUN)', '(แจ่มใส - ADV)', '(เหลือ - VERB)', '(เชื่อ - SCONJ)', '(วิว - NOUN)', '(สวย - ADJ)'], ['(แต่ - CCONJ)', '(ไฮไลท์ - NOUN)', '(สำหรับ - ADP)', '(ฉัน - PRON)', '(คือ - VERB)', '(ศาลเจ้าช้าง - NOUN)'], ['(มัน - PRON)', '(น่า - AUX)', '(รัก - VERB)', '(จริง - ADV)', '(ๆ - NOUN)'], ['(ฉัน - PRON)', '(จะ - AUX)', '(*ทำ - VERB)', '(ให้ - SCONJ)', '(การ - NOUN)', '(เดินทาง - VERB)', '(พิเศษ - ADV)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(พัก - PROPN)', '(ที่ - SCONJ)', '(อีก - DET)', '(ด้าน - NOUN)', '(หนึ่ง - NUM)', '(ของ - ADP)', '(เกาะ - NOUN)'], ['(แต่ - CCONJ)', '(ถ้า - SCONJ)', '(คุณ - VERB)', '(มี - VERB)', '(เวลา - NOUN)', '(มัน - PRON)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(น่า - VERB)', '(รัก - NOUN)', '(ที่ - SCONJ)', '(จะ - AUX)', '(หยุด - VERB)']]","{'(วัน - NOUN)': 1, '(อากาศ - NOUN)': 1, '(วิว - NOUN)': 1, '(ไฮไลท์ - NOUN)': 1, '(ศาลเจ้าช้าง - NOUN)': 1, '(ๆ - NOUN)': 1, '(การ - NOUN)': 1, '(คุณ - NOUN)': 1, '(ด้าน - NOUN)': 1, '(เกาะ - NOUN)': 1, '(เวลา - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(รัก - NOUN)': 1}",13,13,"{'(นี่ - VERB)': 1, '(เหลือ - VERB)': 1, '(คือ - VERB)': 1, '(รัก - VERB)': 1, '(*ทำ - VERB)': 1, '(เดินทาง - VERB)': 1, '(คุณ - VERB)': 1, '(มี - VERB)': 1, '(เป็น - VERB)': 1, '(น่า - VERB)': 1, '(หยุด - VERB)': 1}",11,11,{'(สวย - ADJ)': 1},1,1,"{'(แจ่มใส - ADV)': 1, '(จริง - ADV)': 1, '(พิเศษ - ADV)': 1}",3,3
"[['(ทัน - VERB)', '(เวลา - NOUN)', '(เรา - PRON)', '(ก็ - SCONJ)', '(มา - VERB)', '(ถึง - ADP)', '(แหลม - NOUN)', '(เพื่อ - SCONJ)', '(ดู - VERB)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ซึ่ง - SCONJ)', '(มัน - PRON)', '(ยอดเยี่ยม - ADJ)', '(มาก - ADV)'], ['(มี - VERB)', '(มุมมอง - NOUN)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(จาก - ADP)', '(ด้าน - NOUN)', '(บน - ADP)'], ['(การ - NOUN)', '(ขี่ - VERB)', '(ไป - AUX)', '(ที่ - ADP)', '(แหลม - NOUN)', '(ก็ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(เช่น - ADP)', '(กัน - ADV)'], ['(ต้อง - AUX)', '(ดู - VERB)', '(สถานที่ - NOUN)', '(ถ้า - SCONJ)', '(คุณ - VERB)', '(อยู่ - AUX)', '(ใกล้ - ADP)', '(ภูเก็ต - NOUN)'], ['(และ - CCONJ)', '(เวลา - NOUN)', '(ที่ - SCONJ)', '(ดี - ADJ)', '(ที่สุด - ADV)', '(สำหรับ - ADP)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)']]","{'(เวลา - NOUN)': 2, '(แหลม - NOUN)': 2, '(พระอาทิตย์ - NOUN)': 2, '(มุมมอง - NOUN)': 1, '(ด้าน - NOUN)': 1, '(การ - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(ภูเก็ต - NOUN)': 1}",8,11,"{'(ทัน - VERB)': 1, '(มา - VERB)': 1, '(ดู - VERB)': 2, '(ตก - VERB)': 2, '(มี - VERB)': 1, '(ยอดเยี่ยม - VERB)': 2, '(ขี่ - VERB)': 1, '(คุณ - VERB)': 1}",8,11,"{'(ยอดเยี่ยม - ADJ)': 1, '(ดี - ADJ)': 1}",2,2,"{'(มาก - ADV)': 1, '(กัน - ADV)': 1, '(ที่สุด - ADV)': 1}",3,3
"[['(สถานที่ - NOUN)', '(สามารถ - AUX)', '(แออัด - VERB)', '(ใน - ADP)', '(ช่วง - NOUN)', '(พระอาทิตย์ - PROPN)', '(ตก - VERB)', '(ดิน - NOUN)'], ['(แต่ - CCONJ)', '(มัน - PRON)', '(ก็ - SCONJ)', '(คุ้ม - VERB)', '(ค่า - NOUN)', '(กับ - ADP)', '(การ - NOUN)', '(เยี่ยมชม - VERB)'], ['(เรา - PRON)', '(ไป - VERB)', '(ที่ - SCONJ)', '(นั่น - VERB)', '(ด้วย - ADP)', '(มอเตอร์ไซค์ - NOUN)', '(และ - CCONJ)', '(หยุด - VERB)', '(ที่ - SCONJ)', '(จุด - NOUN)', '(ชม - NOUN)', '(วิว - NOUN)', '(คารอน - NOUN)', '(และ - CCONJ)', '(หาด - NOUN)', '(ใน - ADP)', '(หาน - NOUN)', '(ไป - AUX)', '(ตาม - ADP)', '(ทาง - NOUN)'], ['(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ที่ - SCONJ)', '(น่า - AUX)', '(ตื่นตาตื่นใจ - VERB)', '(มอง - NOUN)', '(ผ่าน - VERB)', '(ขอบ - NOUN)', '(ฟ้า - NOUN)'], ['(ขับ - VERB)', '(รถ - NOUN)', '(ประมาณ - DET)'], ['(40 - NUM)'], ['(นาที - NOUN)', '(จาก - ADP)', '(พื้นที่ - NOUN)', '(ป่า - VERB)', '(ตอง - NOUN)']]","{'(สถานที่ - NOUN)': 1, '(ช่วง - NOUN)': 1, '(ดิน - NOUN)': 1, '(ค่า - NOUN)': 1, '(การ - NOUN)': 1, '(มอเตอร์ไซค์ - NOUN)': 1, '(จุด - NOUN)': 1, '(ชม - NOUN)': 1, '(วิว - NOUN)': 1, '(คารอน - NOUN)': 1, '(หาด - NOUN)': 1, '(หาน - NOUN)': 1, '(ทาง - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(มอง - NOUN)': 1, '(ขอบ - NOUN)': 1, '(ฟ้า - NOUN)': 1, '(รถ - NOUN)': 1, '(นาที - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(ตอง - NOUN)': 1}",21,21,"{'(แออัด - VERB)': 1, '(ตก - VERB)': 2, '(คุ้ม - VERB)': 1, '(เยี่ยมชม - VERB)': 1, '(ไป - VERB)': 1, '(นั่น - VERB)': 1, '(หยุด - VERB)': 1, '(ตื่นตาตื่นใจ - VERB)': 1, '(ผ่าน - VERB)': 1, '(ขับ - VERB)': 1, '(ป่า - VERB)': 1}",11,12,{},0,0,{},0,0
"[['(ฉัน - PRON)', '(คิด - VERB)', '(ว่า - SCONJ)', '(วัดไชธาราราม - NOUN)', '(เป็น - VERB)', '(วัด - VERB)', '(ที่ - SCONJ)', '(ดี - ADJ)', '(ที่สุด - ADV)', '(และ - CCONJ)', '(เก็บรักษา - VERB)', '(ไว้ - AUX)', '(ใน - ADP)', '(จังหวัดภูเก็ต - NOUN)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(ทาง - NOUN)', '(จิตวิญญาณ - NOUN)', '(ที่ - SCONJ)', '(คุณ - PRON)', '(สามารถ - AUX)', '(เพลิดเพลิน - VERB)', '(และ - CCONJ)', '(สัมผัส - VERB)', '(กับ - ADP)', '(ประเพณี - NOUN)', '(บาง - DET)', '(อย่าง - NOUN)', '(ที่ - SCONJ)', '(พระสงฆ์ - VERB)', '(กำลัง - AUX)', '(มี - VERB)', '(หาก - SCONJ)', '(คุณโชค - NOUN)', '(ดี - ADJ)', '(ฉัน - PRON)', '(ได้ - AUX)', '(รับ - VERB)', '(แสง - NOUN)', '(เทียน - NOUN)'], ['(*แออัด - VERB)', '(อย่าง - PART)', '(ที่ - SCONJ)', '(ฉัน - PRON)', '(คาด - VERB)', '(ไว้ - AUX)', '(คุณ - PRON)', '(สามารถ - AUX)', '(มี - VERB)', '(ภาพ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)'], ['(แนะนำ - VERB)', '(ให้ - SCONJ)', '(เยี่ยมชม - NOUN)']]","{'(วัดไชธาราราม - NOUN)': 1, '(จังหวัดภูเก็ต - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(ทาง - NOUN)': 1, '(จิตวิญญาณ - NOUN)': 1, '(ประเพณี - NOUN)': 1, '(อย่าง - NOUN)': 1, '(คุณโชค - NOUN)': 1, '(แสง - NOUN)': 1, '(เทียน - NOUN)': 1, '(ภาพ - NOUN)': 1, '(เยี่ยมชม - NOUN)': 1}",12,12,"{'(คิด - VERB)': 1, '(เป็น - VERB)': 2, '(วัด - VERB)': 1, '(เก็บรักษา - VERB)': 1, '(เพลิดเพลิน - VERB)': 1, '(สัมผัส - VERB)': 1, '(พระสงฆ์ - VERB)': 1, '(มี - VERB)': 2, '(รับ - VERB)': 1, '(*แออัด - VERB)': 1, '(คาด - VERB)': 1, '(แนะนำ - VERB)': 1}",12,14,"{'(ดี - ADJ)': 2, '(สวยงาม - ADJ)': 1}",2,3,{'(ที่สุด - ADV)': 1},1,1
"[['(หลาย - DET)', '(ต่อ - ADP)', '(หลาย - DET)', '(ครั้ง - NOUN)', '(ใน - ADP)', '(หลาย - DET)', '(ปี - NOUN)', '(ที่ - SCONJ)', '(ผ่าน - VERB)', '(มา - AUX)'], ['(จะ - AUX)', '(ยังคง - AUX)', '(ทำ - VERB)', '(เช่น - SCONJ)', '(นี้ - DET)', '(เพราะ - SCONJ)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(โปรด - NOUN)', '(ของ - ADP)', '(ฉัน - PRON)', '(ใน - ADP)', '(ภูเก็ต - NOUN)'], ['(มุมมอง - NOUN)', '(ที่ - SCONJ)', '(น่า - AUX)', '(ตื่นตาตื่นใจ - VERB)', '(โดย - SCONJ)', '(รอบ - ADJ)', '(พื้นที่ - NOUN)', '(และ - CCONJ)', '(น้ำ - NOUN)', '(เป็น - VERB)', '(บ้า - NOUN)'], ['(ถ้า - SCONJ)', '(คุณ - VERB)', '(ชอบ - VERB)', '(การ - NOUN)', '(ผจญภัย - VERB)', '(เดิน - VERB)', '(ออก - AUX)', '(ไป - AUX)', '(ที่ - ADP)', '(จุด - NOUN)'], ['(สวม - NOUN)', '(รองเท้า - NOUN)', '(ที่ - SCONJ)', '(ดี - ADJ)', '(และ - CCONJ)', '(ปลอด - VERB)', '(ภัย - NOUN)'], ['(อย่า - NOUN)', '(พยายาม - VERB)', '(ถ้า - SCONJ)', '(คุณ - PRON)', '(มี - VERB)', '(เงื่อนไข - NOUN)', '(ทาง - NOUN)', '(การ - NOUN)', '(แพทย์ - NOUN)', '(ใช้ - VERB)', '(น้ำ - NOUN)', '(และ - CCONJ)', '(ใช้ - VERB)', '(ครีม - NOUN)', '(กัน - ADV)', '(แดด - ADV)'], ['(จุด - NOUN)', '(ที่ - SCONJ)', '(อาจ - AUX)', '(จะ - AUX)', '(หยาบ - ADJ)', '(ถ้า - SCONJ)', '(มี - VERB)', '(พายุ - NOUN)', '(เข้า - VERB)', '(มา - AUX)', '(ระวัง - VERB)', '(คลื่น - NOUN)', '(พวก - NOUN)', '(เขา - PRON)', '(มี - VERB)', '(วิธี - NOUN)', '(ด้อม - ADJ)', '(คุณ - VERB)', '(ถ้า - SCONJ)', '(คุณ - PRON)', '(เข้า - VERB)', '(ใกล้ - ADJ)', '(เกิน - ADV)', '(ไป - AUX)'], ['(คุณ - PRON)', '(*สามารถ - AUX)', '(ว่าย - VERB)', '(น้ำ - NOUN)', '(รอบ - NOUN)', '(นี้ - DET)', '(และ - CCONJ)', '(โง่ - NOUN)', '(ถ้า - SCONJ)', '(คุณลอง - NOUN)']]","{'(ครั้ง - NOUN)': 1, '(ปี - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(โปรด - NOUN)': 1, '(ภูเก็ต - NOUN)': 1, '(มุมมอง - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(น้ำ - NOUN)': 3, '(บ้า - NOUN)': 1, '(การ - NOUN)': 2, '(จุด - NOUN)': 2, '(สวม - NOUN)': 1, '(รองเท้า - NOUN)': 1, '(ภัย - NOUN)': 1, '(อย่า - NOUN)': 1, '(เงื่อนไข - NOUN)': 1, '(ทาง - NOUN)': 1, '(แพทย์ - NOUN)': 1, '(ครีม - NOUN)': 1, '(พายุ - NOUN)': 1, '(คลื่น - NOUN)': 1, '(พวก - NOUN)': 1, '(วิธี - NOUN)': 1, '(รอบ - NOUN)': 1, '(โง่ - NOUN)': 1, '(คุณลอง - NOUN)': 1}",26,30,"{'(ผ่าน - VERB)': 1, '(ทำ - VERB)': 1, '(เป็น - VERB)': 2, '(ตื่นตาตื่นใจ - VERB)': 1, '(คุณ - VERB)': 2, '(ชอบ - VERB)': 1, '(ผจญภัย - VERB)': 1, '(เดิน - VERB)': 1, '(ปลอด - VERB)': 1, '(พยายาม - VERB)': 1, '(มี - VERB)': 3, '(ใช้ - VERB)': 2, '(เข้า - VERB)': 2, '(ระวัง - VERB)': 1, '(ว่าย - VERB)': 1}",15,21,"{'(รอบ - ADJ)': 1, '(ดี - ADJ)': 1, '(หยาบ - ADJ)': 1, '(ด้อม - ADJ)': 1, '(ใกล้ - ADJ)': 1}",5,5,"{'(กัน - ADV)': 1, '(แดด - ADV)': 1, '(เกิน - ADV)': 1}",3,3
"[['(นี่ - PRON)', '(เป็น - VERB)', '(จุด - NOUN)', '(ชม - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ของ - ADP)', '(ประเทศไทย - PROPN)', '(ที่ - SCONJ)', '(คุณ - VERB)', '(*ควร - AUX)', '(พลาด - VERB)', '(เมื่อ - SCONJ)', '(อยู่ - VERB)', '(ใน - ADP)', '(ภูเก็ต - NOUN)'], ['(บรรยากาศ - NOUN)', '(ดี - ADJ)', '(มาก - ADV)'], ['(ถ้า - SCONJ)', '(คุณ - VERB)', '(สวม - PROPN)', '(รองเท้า - NOUN)', '(กีฬา - NOUN)', '(เดิน - VERB)', '(ลง - AUX)', '(ไป - AUX)', '(ที่ - ADP)', '(หน้าผา - NOUN)', '(เพื่อ - SCONJ)', '(ใช้ - VERB)', '(ช่วง - NOUN)', '(เวลา - NOUN)', '(ที่ - SCONJ)', '(ดี - ADJ)', '(กับ - ADP)', '(ธรรมชาติ - NOUN)']]","{'(จุด - NOUN)': 1, '(ชม - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(ภูเก็ต - NOUN)': 1, '(บรรยากาศ - NOUN)': 1, '(รองเท้า - NOUN)': 1, '(กีฬา - NOUN)': 1, '(หน้าผา - NOUN)': 1, '(ช่วง - NOUN)': 1, '(เวลา - NOUN)': 1, '(ธรรมชาติ - NOUN)': 1}",11,11,"{'(เป็น - VERB)': 1, '(ตก - VERB)': 1, '(คุณ - VERB)': 2, '(พลาด - VERB)': 1, '(อยู่ - VERB)': 1, '(เดิน - VERB)': 1, '(ใช้ - VERB)': 1}",7,8,{'(ดี - ADJ)': 2},1,2,{'(มาก - ADV)': 1},1,1
"[['(เช่น - SCONJ)', '(เดียว - VERB)', '(กับ - ADP)', '(จุด - NOUN)', '(ชม - NOUN)', '(วิว - NOUN)', '(กังหัน - VERB)', '(ลม - NOUN)', '(ดู - VERB)', '(ทะเลอันดามัน - NOUN)'], ['(มี - VERB)', '(ที่ - SCONJ)', '(จอด - VERB)', '(รถ - NOUN)', '(เยอะ - NOUN)', '(ขับ - VERB)', '(ดี - ADV)', '(และ - CCONJ)', '(เยี่ยม - NOUN)']]","{'(จุด - NOUN)': 1, '(ชม - NOUN)': 1, '(วิว - NOUN)': 1, '(ลม - NOUN)': 1, '(ทะเลอันดามัน - NOUN)': 1, '(รถ - NOUN)': 1, '(เยอะ - NOUN)': 1, '(เยี่ยม - NOUN)': 1}",8,8,"{'(เดียว - VERB)': 1, '(กังหัน - VERB)': 1, '(ดู - VERB)': 1, '(มี - VERB)': 1, '(จอด - VERB)': 1, '(ขับ - VERB)': 1}",6,6,{},0,0,{'(ดี - ADV)': 1},1,1
"[['(มัน - PRON)', '(เป็น - VERB)', '(หนึ่ง - NUM)', '(ใน - ADP)', '(จุด - NOUN)', '(ที่ - SCONJ)', '(ดี - ADJ)', '(ที่สุด - ADV)', '(บน - ADP)', '(เกาะ - NOUN)', '(อย่าง - NOUN)', '(*ต้อง - AUX)', '(สงสัย - VERB)', '(เพื่อ - SCONJ)', '(ชม - VERB)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)'], ['(แต่ - CCONJ)', '(ฝูง - NOUN)', '(ชน - NOUN)', '(ก็ - SCONJ)', '(บ้าคลั่ง - VERB)', '(ดัง - ADP)', '(นั้น - DET)', '(ใน - ADP)', '(ความ - NOUN)', '(คิด - VERB)', '(ของ - ADP)', '(ฉัน - PRON)', '(มัน - PRON)', '(ค่อนข้าง - ADV)'], ['(overrated - NOUN)'], ['(เล็กน้อย - ADJ)'], ['(มี - VERB)', '(สถานที่ - NOUN)', '(สวยงาม - ADJ)', '(อื่น - DET)'], ['(ๆ - NOUN)'], ['(อีก - DET)', '(มากมาย - ADV)'], ['(แต่ - CCONJ)', '(เงียบสงบ - NOUN)', '(โดย - SCONJ)', '(*มี - VERB)', '(ฝูง - NOUN)', '(ชน - NOUN)', '(จำนวน - NOUN)', '(มาก - ADJ)', '(ส่วน - NOUN)', '(ใหญ่ - ADJ)', '(เป็น - VERB)', '(คน - NOUN)', '(จีน - PROPN)'], ['(พวก - NOUN)', '(เขา - PRON)', '(*สนใจ - VERB)', '(เกี่ยว - VERB)', '(กับ - ADP)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)'], ['(พวก - NOUN)', '(เขา - PRON)', '(คลิก - VERB)', '(ที่ - SCONJ)', '(รูป - NOUN)', '(หัน - VERB)', '(หลัง - NOUN)', '(แล้ว - AUX)', '(ออก - AUX)', '(ไป - AUX)', '(โดย - ADP)', '(*แม้ - SCONJ)', '(แต่ - CCONJ)', '(จะ - AUX)', '(มอง - VERB)', '(ไป - AUX)', '(ที่ - ADP)', '(ดวง - NOUN)', '(อาทิตย์ - NOUN)', '(ที่ - SCONJ)', '(ดัง - ADP)', '(และ - CCONJ)', '(เสียง - NOUN)', '(ดัง - ADP)'], ['(สถานที่ - NOUN)', '(น่า - AUX)', '(จะ - AUX)', '(ยังคง - AUX)', '(มี - VERB)', '(มูลค่า - NOUN)', '(การ - NOUN)', '(เยี่ยมชม - VERB)'], ['(แต่ - CCONJ)', '(ฉัน - PRON)', '(จะ - AUX)', '(*ไป - VERB)', '(ที่ - ADP)', '(นั่น - NOUN)', '(อีก - ADV)'], ['(นอก - ADP)', '(เสีย - VERB)', '(จาก - ADP)', '(ว่า - SCONJ)', '(จะ - AUX)', '(มี - VERB)', '(จุดลับ - NOUN)', '(ที่ - SCONJ)', '(ซ่อน - VERB)', '(อยู่ - AUX)', '(จาก - ADP)', '(ความ - NOUN)', '(บ้า - VERB)']]","{'(จุด - NOUN)': 1, '(เกาะ - NOUN)': 1, '(อย่าง - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 2, '(ฝูง - NOUN)': 2, '(ชน - NOUN)': 2, '(ความ - NOUN)': 2, '(overrated - NOUN)': 1, '(สถานที่ - NOUN)': 2, '(ๆ - NOUN)': 1, '(เงียบสงบ - NOUN)': 1, '(จำนวน - NOUN)': 1, '(ส่วน - NOUN)': 1, '(คน - NOUN)': 1, '(พวก - NOUN)': 2, '(รูป - NOUN)': 1, '(หลัง - NOUN)': 1, '(ดวง - NOUN)': 1, '(อาทิตย์ - NOUN)': 1, '(เสียง - NOUN)': 1, '(มูลค่า - NOUN)': 1, '(การ - NOUN)': 1, '(นั่น - NOUN)': 1, '(จุดลับ - NOUN)': 1}",24,30,"{'(เป็น - VERB)': 2, '(สงสัย - VERB)': 1, '(ชม - VERB)': 1, '(ตก - VERB)': 2, '(บ้าคลั่ง - VERB)': 1, '(คิด - VERB)': 1, '(มี - VERB)': 3, '(*มี - VERB)': 1, '(*สนใจ - VERB)': 1, '(เกี่ยว - VERB)': 1, '(คลิก - VERB)': 1, '(หัน - VERB)': 1, '(มอง - VERB)': 1, '(เยี่ยมชม - VERB)': 1, '(*ไป - VERB)': 1, '(เสีย - VERB)': 1, '(ซ่อน - VERB)': 1, '(บ้า - VERB)': 1}",18,22,"{'(ดี - ADJ)': 1, '(เล็กน้อย - ADJ)': 1, '(สวยงาม - ADJ)': 1, '(มาก - ADJ)': 1, '(ใหญ่ - ADJ)': 1}",5,5,"{'(ที่สุด - ADV)': 1, '(ค่อนข้าง - ADV)': 1, '(มากมาย - ADV)': 1, '(อีก - ADV)': 1}",4,4
"[['(วิว - NOUN)', '(สวย - ADJ)', '(จาก - ADP)', '(บน - ADP)', '(สุด - ADV)'], ['(แต่ - CCONJ)', '(เรา - PRON)', '(มา - VERB)', '(เมื่อ - SCONJ)', '(ดวง - NOUN)', '(อาทิตย์ - AUX)', '(กระทบ - VERB)', '(เหนือ - ADP)', '(เรา - PRON)', '(โดย - PART)', '(ตรง - ADJ)', '(ดัง - SCONJ)', '(นั้น - DET)', '(เรา - PRON)', '(ต้อง - AUX)', '(หา - VERB)', '(ร่มเงา - NOUN)', '(และ - CCONJ)', '(สนุก - NOUN)', '(กับ - ADP)', '(วิว - NOUN)']]","{'(วิว - NOUN)': 2, '(ดวง - NOUN)': 1, '(ร่มเงา - NOUN)': 1, '(สนุก - NOUN)': 1}",4,5,"{'(มา - VERB)': 1, '(กระทบ - VERB)': 1, '(หา - VERB)': 1}",3,3,"{'(สวย - ADJ)': 1, '(ตรง - ADJ)': 1}",2,2,{'(สุด - ADV)': 1},1,1
"[['(ถือ - VERB)', '(ได้ - AUX)', '(ว่า - SCONJ)', '(เป็น - VERB)', '(หนึ่ง - NUM)', '(ใน - ADP)', '(การ - NOUN)', '(ท่องเที่ยว - VERB)', '(ของ - ADP)', '(จังหวัดภูเก็ต - NOUN)', '(เกือบ - DET)', '(ทุก - DET)', '(คน - NOUN)', '(ต้อง - AUX)', '(ไป - VERB)', '(เยี่ยมชม - NOUN)', '(ทิวทัศน์ - NOUN)', '(และ - CCONJ)', '(ถ่าย - VERB)', '(ภาพ - NOUN)', '(พระอาทิตย์ - NOUN)', '(ตก - VERB)', '(ดิน - NOUN)'], ['(คน - NOUN)', '(จะ - AUX)', '(แน่น - VERB)', '(มาก - ADV)', '(ถ้า - SCONJ)', '(มัน - PRON)', '(เป็น - VERB)', '(ช่วง - NOUN)', '(วัน - NOUN)', '(หยุด - DET)', '(เวลา - NOUN)', '(ดี - ADJ)'], ['(คน - NOUN)', '(ส่วน - NOUN)', '(ใหญ่ - ADJ)', '(จะ - AUX)', '(ไป - VERB)', '(ข้าง - ADP)', '(หน้า - NOUN)', '(เพื่อ - SCONJ)', '(หา - VERB)', '(สถานที่ - NOUN)'], ['(แต่ - CCONJ)'], ['(ats - NOUN)'], ['(ที่ - SCONJ)', '(จอด - VERB)', '(รถ - NOUN)', '(น้อย - ADV)'], ['(จะ - AUX)', '(ต้อง - AUX)', '(มี - VERB)', '(จุด - NOUN)', '(ที่ - SCONJ)', '(สามารถ - AUX)', '(เดิน - VERB)', '(ลง - AUX)', '(ได้ - AUX)'], ['(แต่ - CCONJ)', '(ต้อง - AUX)', '(ระวัง - VERB)', '(ผู้ - PRON)', '(สูง - ADJ)', '(อายุ - NOUN)', '(และ - CCONJ)', '(เด็ก - NOUN)'], ['(ๆ - NOUN)'], ['(*แนะนำ - VERB)', '(ให้ - SCONJ)', '(เดิน - VERB)', '(ลง - AUX)']]","{'(การ - NOUN)': 1, '(จังหวัดภูเก็ต - NOUN)': 1, '(คน - NOUN)': 3, '(เยี่ยมชม - NOUN)': 1, '(ทิวทัศน์ - NOUN)': 1, '(ภาพ - NOUN)': 1, '(พระอาทิตย์ - NOUN)': 1, '(ดิน - NOUN)': 1, '(ช่วง - NOUN)': 1, '(วัน - NOUN)': 1, '(เวลา - NOUN)': 1, '(ส่วน - NOUN)': 1, '(หน้า - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(ats - NOUN)': 1, '(รถ - NOUN)': 1, '(จุด - NOUN)': 1, '(อายุ - NOUN)': 1, '(เด็ก - NOUN)': 1, '(ๆ - NOUN)': 1}",20,22,"{'(ถือ - VERB)': 1, '(เป็น - VERB)': 2, '(ท่องเที่ยว - VERB)': 1, '(ไป - VERB)': 2, '(ถ่าย - VERB)': 1, '(ตก - VERB)': 1, '(แน่น - VERB)': 1, '(หา - VERB)': 1, '(จอด - VERB)': 1, '(มี - VERB)': 1, '(เดิน - VERB)': 2, '(ระวัง - VERB)': 1, '(*แนะนำ - VERB)': 1}",13,16,"{'(ดี - ADJ)': 1, '(ใหญ่ - ADJ)': 1, '(สูง - ADJ)': 1}",3,3,"{'(มาก - ADV)': 1, '(น้อย - ADV)': 1}",2,2
