comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(ฉัน - PRON)', '(สวม - VERB)', '(เสื้อ - NOUN)', '(คลุม - NOUN)', '(ไหล่ - NOUN)', '(ใน - ADP)', '(เวลา - NOUN)', '(นั้น - DET)', '(และ - CCONJ)', '(*ทราบ - VERB)', '(เกี่ยว - VERB)', '(กับ - ADP)', '(การ - NOUN)', '(แต่ง - VERB)', '(กาย - NOUN)', '(ที่ - SCONJ)', '(คุณ - NOUN)', '(ต้อง - AUX)', '(ติดตาม - VERB)', '(เพื่อ - SCONJ)', '(เข้า - VERB)', '(วัด - NOUN)', '(คุณ - NOUN)', '(ต้อง - AUX)', '(สวม - VERB)', '(เสื้อ - NOUN)', '(คลุม - NOUN)', '(ไหล่ - NOUN)', '(และ - CCONJ)', '(กระโปรง - NOUN)', '(หรือ - CCONJ)', '(กางเกง - NOUN)', '(ถึง - ADP)', '(หัวเข่า - NOUN)', '(แต่ - CCONJ)', '(แม้ - SCONJ)', '(ว่า - SCONJ)', '(คุณ - NOUN)', '(จะ - AUX)', '(สวม - VERB)', '(ใส่ - VERB)', '(อย่าง - NOUN)', '(อื่น - DET)', '(พวก - NOUN)', '(เขา - PRON)', '(ก็ - SCONJ)', '(มี - VERB)', '(แผง - NOUN)', '(ลอย - NOUN)', '(และ - CCONJ)', '(กระโปรง - NOUN)', '(ให้ - SCONJ)', '(คุณ - NOUN)', '(เพื่อ - SCONJ)', '(ปกปิด - NOUN)', '(ไหล่ - NOUN)', '(และ - CCONJ)', '(ขา - NOUN)', '(ของ - ADP)', '(คุณ - NOUN)', '(มี - VERB)', '(รายละเอียด - NOUN)', '(ที่ - SCONJ)', '(น่า - AUX)', '(ทึ่ง - SCONJ)', '(ใน - ADP)', '(อาคาร - NOUN)', '(พร้อม - VERB)', '(วิว - NOUN)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - NOUN)', '(คุ้ม - NOUN)', '(ค่า - NOUN)', '(กับ - ADP)', '(การ - NOUN)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(อย่าง - NOUN)', '(แน่นอน - NOUN)']]","{'(เสื้อ - NOUN)': 2, '(คลุม - NOUN)': 2, '(ไหล่ - NOUN)': 3, '(เวลา - NOUN)': 1, '(การ - NOUN)': 2, '(กาย - NOUN)': 1, '(คุณ - NOUN)': 5, '(วัด - NOUN)': 1, '(กระโปรง - NOUN)': 2, '(กางเกง - NOUN)': 1, '(หัวเข่า - NOUN)': 1, '(อย่าง - NOUN)': 2, '(พวก - NOUN)': 1, '(แผง - NOUN)': 1, '(ลอย - NOUN)': 1, '(ปกปิด - NOUN)': 1, '(ขา - NOUN)': 1, '(รายละเอียด - NOUN)': 1, '(อาคาร - NOUN)': 1, '(วิว - NOUN)': 1, '(ยอดเยี่ยม - NOUN)': 1, '(คุ้ม - NOUN)': 1, '(ค่า - NOUN)': 1, '(เยี่ยม - NOUN)': 1, '(ชม - NOUN)': 1, '(แน่นอน - NOUN)': 1}",26,37,"{'(สวม - VERB)': 3, '(*ทราบ - VERB)': 1, '(เกี่ยว - VERB)': 1, '(แต่ง - VERB)': 1, '(ติดตาม - VERB)': 1, '(เข้า - VERB)': 1, '(ใส่ - VERB)': 1, '(มี - VERB)': 2, '(พร้อม - VERB)': 1}",9,12,{},0,0,{},0,0
"[['(วัด - NOUN)', '(ของ - ADP)', '(พระ - NOUN)', '(ที่ - SCONJ)', '(มี - VERB)', '(ชื่อเสียง - NOUN)', '(สอง - NUM)', '(แห่ง - NOUN)', '(คือ - VERB)', '(หลวง - NOUN)', '(พ่อ - NOUN)', '(แช่ม - NOUN)', '(และ - CCONJ)', '(หลวงพ่อ - NOUN)', '(จวง - NOUN)', '(', '-', ' - NOUN)', '(ทั้ง - ADV)', '(ที่ - SCONJ)', '(มี - VERB)', '(ชื่อเสียง - NOUN)', '(ด้าน - NOUN)', '(ยา - NOUN)', '(สมุนไพร - NOUN)', '(และ - CCONJ)', '(ดูแล - VERB)', '(ผู้ - NOUN)', '(บาดเจ็บ - VERB)']]","{'(วัด - NOUN)': 1, '(พระ - NOUN)': 1, '(ชื่อเสียง - NOUN)': 2, '(แห่ง - NOUN)': 1, '(หลวง - NOUN)': 1, '(พ่อ - NOUN)': 1, '(แช่ม - NOUN)': 1, '(หลวงพ่อ - NOUN)': 1, '(จวง - NOUN)': 1, ' - NOUN)': 1, '(ด้าน - NOUN)': 1, '(ยา - NOUN)': 1, '(สมุนไพร - NOUN)': 1, '(ผู้ - NOUN)': 1}",14,15,"{'(มี - VERB)': 2, '(คือ - VERB)': 1, '(ดูแล - VERB)': 1, '(บาดเจ็บ - VERB)': 1}",4,5,{},0,0,{'(ทั้ง - ADV)': 1},1,1
"[['(วัด - NOUN)', '(ฉลอง - PROPN)', '(เป็น - VERB)', '(วัด - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - NOUN)', '(และ - CCONJ)', '(ได้ - AUX)', '(รับ - VERB)', '(ความ - NOUN)', '(นิยม - VERB)', '(มาก - ADV)', '(ที่สุด - ADV)', '(แห่ง - NOUN)', '(หนึ่ง - NUM)', '(ใน - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - NOUN)', '(ฉัน - PRON)', '(มี - VERB)', '(เวลา - NOUN)', '(สั้น - ADJ)', '(ๆ - PUNCT)'], ['(ใน - ADP)', '(การ - NOUN)', '(สำรวจ - VERB)', '(วัด - NOUN)', '(แต่ - CCONJ)', '(ฉัน - PRON)', '(รู้สึก - VERB)', '(ประหลาดใจ - NOUN)', '(มาก - ADV)', '(มี - VERB)', '(นัก - NOUN)', '(ท่องเที่ยว - NOUN)', '(จำนวน - NOUN)', '(มาก - ADV)', '(แต่ - CCONJ)', '(คาด - VERB)', '(ว่า - SCONJ)', '(จะ - AUX)', '(เป็น - VERB)', '(ช่วง - NOUN)', '(ไฮ - NOUN)', '(ซี - NOUN)', '(ซั่น - PRON)', '(วัด - NOUN)', '(ที่ - SCONJ)', '(น่า - AUX)', '(ประทับใจ - VERB)', '(คุณ - NOUN)', '(ต้อง - AUX)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(เพียง - ADV)', '(แค่ - ADV)', '(คุณ - NOUN)', '(ใช้ - VERB)', '(เวลา - NOUN)', '(มาก - ADV)', '(กว่า - ADP)', '(ชั่วโมง - NOUN)', '(ใน - ADP)', '(การ - NOUN)', '(สำรวจ - VERB)', '(วัด - NOUN)']]","{'(วัด - NOUN)': 5, '(สวยงาม - NOUN)': 1, '(ความ - NOUN)': 1, '(แห่ง - NOUN)': 1, '(จังหวัด - NOUN)': 1, '(ภูเก็ต - NOUN)': 1, '(เวลา - NOUN)': 2, '(การ - NOUN)': 2, '(ประหลาดใจ - NOUN)': 1, '(นัก - NOUN)': 1, '(ท่องเที่ยว - NOUN)': 1, '(จำนวน - NOUN)': 1, '(ช่วง - NOUN)': 1, '(ไฮ - NOUN)': 1, '(ซี - NOUN)': 1, '(คุณ - NOUN)': 2, '(เยี่ยม - NOUN)': 1, '(ชม - NOUN)': 1, '(ชั่วโมง - NOUN)': 1}",19,26,"{'(เป็น - VERB)': 2, '(รับ - VERB)': 1, '(นิยม - VERB)': 1, '(มี - VERB)': 2, '(สำรวจ - VERB)': 2, '(รู้สึก - VERB)': 1, '(คาด - VERB)': 1, '(ประทับใจ - VERB)': 1, '(ใช้ - VERB)': 1}",9,12,{'(สั้น - ADJ)': 1},1,1,"{'(มาก - ADV)': 4, '(ที่สุด - ADV)': 1, '(เพียง - ADV)': 1, '(แค่ - ADV)': 1}",4,7
"[['(วัด - NOUN)', '(เหล่า - NOUN)', '(นี้ - DET)', '(น่า - AUX)', '(ประหลาดใจ - VERB)', '(พวก - NOUN)', '(เขา - PRON)', '(หรูหรา - NOUN)', '(มาก - ADV)', '(มัน - PRON)', '(สวย - NOUN)', '(มาก - ADV)', '(ที่ - SCONJ)', '(ได้ - AUX)', '(เห็น - VERB)', '(ด้วย - ADP)', '(ตัว - NOUN)', '(เอง - DET)', '(โปรด - ADJ)', '(ระวัง - VERB)', '(รหัส - NOUN)', '(ชุด - NOUN)', '(ว่าย - NOUN)', '(น้ำ - NOUN)', '(สำหรับ - ADP)', '(สุภาพสตรี - NOUN)', '(ที่ - SCONJ)', '(*มี - VERB)', '(กางเกง - NOUN)', '(ขา - NOUN)', '(สั้น - VERB)', '(หรือ - CCONJ)', '(กางเกง - NOUN)', '(ขา - NOUN)', '(สั้น - VERB)']]","{'(วัด - NOUN)': 1, '(เหล่า - NOUN)': 1, '(พวก - NOUN)': 1, '(หรูหรา - NOUN)': 1, '(สวย - NOUN)': 1, '(ตัว - NOUN)': 1, '(รหัส - NOUN)': 1, '(ชุด - NOUN)': 1, '(ว่าย - NOUN)': 1, '(น้ำ - NOUN)': 1, '(สุภาพสตรี - NOUN)': 1, '(กางเกง - NOUN)': 2, '(ขา - NOUN)': 2}",13,15,"{'(ประหลาดใจ - VERB)': 1, '(เห็น - VERB)': 1, '(ระวัง - VERB)': 1, '(*มี - VERB)': 1, '(สั้น - VERB)': 2}",5,6,{'(โปรด - ADJ)': 1},1,1,{'(มาก - ADV)': 2},1,2
"[['(วัด - NOUN)', '(แห่ง - NOUN)', '(นี้ - DET)', '(มี - VERB)', '(มนต์ - NOUN)', '(ขลัง - NOUN)', '(มาก - ADV)', '(สถานที่ - NOUN)', '(ตั้ง - VERB)', '(อยู่ - VERB)', '(ใน - ADP)', '(พื้นที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(ดัง - ADP)', '(นั้น - DET)', '(การ - NOUN)', '(เดินทาง - VERB)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(พร้อม - VERB)', '(วิว - NOUN)', '(จาก - ADP)', '(ที่ - SCONJ)', '(นี่ - PRON)', '(ยอดเยี่ยม - NOUN)', '(และ - CCONJ)', '(สถาปัตยกรรม - NOUN)', '(และ - CCONJ)', '(งาน - NOUN)', '(ศิลปะ - NOUN)', '(ที่ - SCONJ)', '(น่า - AUX)', '(ตื่นตาตื่นใจ - VERB)', '(และ - CCONJ)', '(งดงาม - ADJ)', '(วาง - VERB)', '(แผน - NOUN)', '(อย่าง - NOUN)', '(น้อย - ADV)', '(หนึ่ง - NUM)', '(ชั่วโมง - NOUN)', '(สำหรับ - ADP)', '(การ - NOUN)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(ครั้ง - NOUN)', '(นี้ - DET)', '(เพื่อ - SCONJ)', '(เพลิดเพลิน - NOUN)', '(และ - CCONJ)', '(ดู - AUX)', '(ทุก - ADV)', '(มุม - NOUN)']]","{'(วัด - NOUN)': 1, '(แห่ง - NOUN)': 1, '(มนต์ - NOUN)': 1, '(ขลัง - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(ดี - NOUN)': 2, '(การ - NOUN)': 2, '(วิว - NOUN)': 1, '(ยอดเยี่ยม - NOUN)': 1, '(สถาปัตยกรรม - NOUN)': 1, '(งาน - NOUN)': 1, '(ศิลปะ - NOUN)': 1, '(แผน - NOUN)': 1, '(อย่าง - NOUN)': 1, '(ชั่วโมง - NOUN)': 1, '(เยี่ยม - NOUN)': 1, '(ชม - NOUN)': 1, '(ครั้ง - NOUN)': 1, '(เพลิดเพลิน - NOUN)': 1, '(มุม - NOUN)': 1}",21,23,"{'(มี - VERB)': 1, '(ตั้ง - VERB)': 1, '(อยู่ - VERB)': 1, '(เดินทาง - VERB)': 1, '(พร้อม - VERB)': 1, '(ตื่นตาตื่นใจ - VERB)': 1, '(วาง - VERB)': 1}",7,7,{'(งดงาม - ADJ)': 1},1,1,"{'(มาก - ADV)': 1, '(น้อย - ADV)': 1, '(ทุก - ADV)': 1}",3,3
"[['(วัด - NOUN)', '(ที่ - SCONJ)', '(มี - VERB)', '(ชื่อเสียง - NOUN)', '(ประกอบ - VERB)', '(ด้วย - ADP)', '(หลาย - ADV)', '(อาคาร - NOUN)', '(ดู - VERB)', '(เหมือน - VERB)', '(จะ - AUX)', '(เป็น - VERB)', '(ที่ - SCONJ)', '(นิยม - VERB)', '(ของ - ADP)', '(คน - NOUN)', '(ใน - ADP)', '(ท้องถิ่น - NOUN)', '(ด้วย - ADP)', '(ความ - NOUN)', '(แตกต่าง - VERB)', '(ที่ - SCONJ)', '(สำคัญ - VERB)', '(คือ - SCONJ)', '(คุณ - NOUN)', '(ได้ยิน - VERB)', '(เสียง - NOUN)', '(แคร็กเกอร์ - NOUN)', '(ที่ - SCONJ)', '(เปล่ง - NOUN)', '(เสียง - NOUN)', '(ออก - VERB)', '(มา - VERB)', '(ซ้ำ - NOUN)', '(ๆ - PUNCT)'], ['(เพื่อ - SCONJ)', '(เป็น - VERB)', '(พร - NOUN)', '(และ - CCONJ)', '(ขอบ - NOUN)', '(พระคุณ - NOUN)', '(พระเจ้า - NOUN)']]","{'(วัด - NOUN)': 1, '(ชื่อเสียง - NOUN)': 1, '(อาคาร - NOUN)': 1, '(คน - NOUN)': 1, '(ท้องถิ่น - NOUN)': 1, '(ความ - NOUN)': 1, '(คุณ - NOUN)': 1, '(เสียง - NOUN)': 2, '(แคร็กเกอร์ - NOUN)': 1, '(เปล่ง - NOUN)': 1, '(ซ้ำ - NOUN)': 1, '(พร - NOUN)': 1, '(ขอบ - NOUN)': 1, '(พระคุณ - NOUN)': 1, '(พระเจ้า - NOUN)': 1}",15,16,"{'(มี - VERB)': 1, '(ประกอบ - VERB)': 1, '(ดู - VERB)': 1, '(เหมือน - VERB)': 1, '(เป็น - VERB)': 2, '(นิยม - VERB)': 1, '(แตกต่าง - VERB)': 1, '(สำคัญ - VERB)': 1, '(ได้ยิน - VERB)': 1, '(ออก - VERB)': 1, '(มา - VERB)': 1}",11,12,{},0,0,{'(หลาย - ADV)': 1},1,1
"[['(นี่ - DET)', '(คือ - SCONJ)', '(สถานที่ - NOUN)', '(สำคัญ - NOUN)', '(ของ - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - PROPN)', '(วัด - NOUN)', '(เป็น - VERB)', '(ช่วง - NOUN)', '(เวลา - NOUN)', '(สำคัญ - VERB)', '(ทาง - NOUN)', '(ประวัติศาสตร์ - NOUN)', '(ของ - ADP)', '(ภูเก็ต - NOUN)', '(ชาว - NOUN)', '(ภูเก็ต - NOUN)', '(ให้ - SCONJ)', '(ความ - NOUN)', '(เคารพ - VERB)', '(ต่อ - ADP)', '(สถานะ - NOUN)', '(พระ - NOUN)', '(ของ - ADP)', '(วัด - NOUN)', '(นี้ - DET)', '(เป็น - VERB)', '(อย่าง - NOUN)', '(มาก - ADV)']]","{'(สถานที่ - NOUN)': 1, '(สำคัญ - NOUN)': 1, '(จังหวัด - NOUN)': 1, '(วัด - NOUN)': 2, '(ช่วง - NOUN)': 1, '(เวลา - NOUN)': 1, '(ทาง - NOUN)': 1, '(ประวัติศาสตร์ - NOUN)': 1, '(ภูเก็ต - NOUN)': 2, '(ชาว - NOUN)': 1, '(ความ - NOUN)': 1, '(สถานะ - NOUN)': 1, '(พระ - NOUN)': 1, '(อย่าง - NOUN)': 1}",14,16,"{'(เป็น - VERB)': 2, '(สำคัญ - VERB)': 1, '(เคารพ - VERB)': 1}",3,4,{},0,0,{'(มาก - ADV)': 1},1,1
"[['(นี่ - DET)', '(เป็น - VERB)', '(จุด - NOUN)', '(เดียว - ADJ)', '(ใน - ADP)', '(การ - NOUN)', '(ทัวร์ - NOUN)', '(ที่ - SCONJ)', '(ดี - ADP)', '(วัด - NOUN)', '(นั้น - DET)', '(งดงาม - NOUN)', '(อย่าง - NOUN)', '(ยิ่ง - SCONJ)', '(พร้อม - VERB)', '(รายละเอียด - NOUN)', '(ที่ - SCONJ)', '(ซับซ้อน - NOUN)', '(มากมาย - ADJ)', '(และ - CCONJ)', '(ยอด - NOUN)', '(แหลม - NOUN)', '(สูง - NOUN)', '(ตระหง่าน - NOUN)', '(คอมเพล็กซ์ - NOUN)', '(ก็ - SCONJ)', '(ค่อนข้าง - ADV)', '(ดี - NOUN)', '(เช่น - SCONJ)', '(กัน - PRON)', '(มี - VERB)', '(หลาย - ADV)', '(แห่ง - NOUN)', '(สำหรับ - ADP)', '(การ - NOUN)', '(ช็อป - NOUN)', '(ปิ้ง - NOUN)', '(และ - CCONJ)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ขัดขวาง - NOUN)', '(เครื่อง - NOUN)', '(ดื่ม - VERB)', '(เย็น - NOUN)', '(ๆ - PUNCT)'], ['(เพื่อ - SCONJ)', '(ลด - VERB)', '(ความ - NOUN)', '(ร้อน - VERB)', '(ที่ - SCONJ)', '(น่า - AUX)', '(รังเกียจ - VERB)']]","{'(จุด - NOUN)': 1, '(การ - NOUN)': 2, '(ทัวร์ - NOUN)': 1, '(วัด - NOUN)': 1, '(งดงาม - NOUN)': 1, '(อย่าง - NOUN)': 1, '(รายละเอียด - NOUN)': 1, '(ซับซ้อน - NOUN)': 1, '(ยอด - NOUN)': 1, '(แหลม - NOUN)': 1, '(สูง - NOUN)': 1, '(ตระหง่าน - NOUN)': 1, '(คอมเพล็กซ์ - NOUN)': 1, '(ดี - NOUN)': 1, '(แห่ง - NOUN)': 1, '(ช็อป - NOUN)': 1, '(ปิ้ง - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(ขัดขวาง - NOUN)': 1, '(เครื่อง - NOUN)': 1, '(เย็น - NOUN)': 1, '(ความ - NOUN)': 1}",22,23,"{'(เป็น - VERB)': 1, '(พร้อม - VERB)': 1, '(มี - VERB)': 1, '(ดื่ม - VERB)': 1, '(ลด - VERB)': 1, '(ร้อน - VERB)': 1, '(รังเกียจ - VERB)': 1}",7,7,"{'(เดียว - ADJ)': 1, '(มากมาย - ADJ)': 1}",2,2,"{'(ค่อนข้าง - ADV)': 1, '(หลาย - ADV)': 1}",2,2
"[['(วัด - NOUN)', '(ฉลอง - PROPN)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(ใน - ADP)', '(การ - NOUN)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(ไป - VERB)', '(ที่ - SCONJ)', '(ภูเก็ต - NOUN)', '(มัน - PRON)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - ADJ)', '(สำหรับ - ADP)', '(ภาพ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(และ - CCONJ)', '(เพื่อ - SCONJ)', '(ดู - AUX)', '(ศาสนา - NOUN)', '(และ - CCONJ)', '(วัฒนธรรม - NOUN)', '(อีก - ADV)', '(เล็กน้อย - ADV)']]","{'(วัด - NOUN)': 1, '(สถานที่ - NOUN)': 2, '(ดี - NOUN)': 2, '(การ - NOUN)': 1, '(เยี่ยม - NOUN)': 1, '(ชม - NOUN)': 1, '(คุณ - NOUN)': 1, '(ภูเก็ต - NOUN)': 1, '(ภาพ - NOUN)': 1, '(ศาสนา - NOUN)': 1, '(วัฒนธรรม - NOUN)': 1}",11,13,"{'(เป็น - VERB)': 2, '(ไป - VERB)': 1}",2,3,{'(ดี - ADJ)': 1},1,1,"{'(อีก - ADV)': 1, '(เล็กน้อย - ADV)': 1}",2,2
"[['(อาคาร - NOUN)', '(หลาย - ADV)', '(แห่ง - NOUN)', '(ที่ - SCONJ)', '(ควร - AUX)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(และ - CCONJ)', '(อาคาร - NOUN)', '(หลัก - NOUN)', '(ให้ - SCONJ)', '(ทัศนียภาพ - NOUN)', '(อัน - SCONJ)', '(งดงาม - NOUN)', '(ของ - ADP)', '(พื้นที่ - NOUN)', '(จาก - ADP)', '(ชั้น - NOUN)', '(', '3', ' - NOUN)', '(ฉัน - PRON)', '(ไป - VERB)', '(เยี่ยม - NOUN)', '(ชม - NOUN)', '(วัด - NOUN)', '(แห่ง - NOUN)', '(นี้ - DET)', '(ซึ่ง - SCONJ)', '(เป็น - VERB)', '(ส่วน - NOUN)', '(หนึ่ง - NUM)', '(ของ - ADP)', '(ทัวร์ - NOUN)', '(หนึ่ง - NUM)', '(วัน - NOUN)', '(กับ - ADP)', '(พระพุทธรูป - NOUN)', '(ฉลอง - NOUN)', '(ซึ่ง - SCONJ)', '(น่า - PART)', '(ประทับใจ - VERB)', '(มาก - ADV)']]","{'(อาคาร - NOUN)': 2, '(แห่ง - NOUN)': 2, '(เยี่ยม - NOUN)': 2, '(ชม - NOUN)': 2, '(หลัก - NOUN)': 1, '(ทัศนียภาพ - NOUN)': 1, '(งดงาม - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(ชั้น - NOUN)': 1, ' - NOUN)': 1, '(วัด - NOUN)': 1, '(ส่วน - NOUN)': 1, '(ทัวร์ - NOUN)': 1, '(วัน - NOUN)': 1, '(พระพุทธรูป - NOUN)': 1, '(ฉลอง - NOUN)': 1}",16,20,"{'(ไป - VERB)': 1, '(เป็น - VERB)': 1, '(ประทับใจ - VERB)': 1}",3,3,{},0,0,"{'(หลาย - ADV)': 1, '(มาก - ADV)': 1}",2,2
