comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(เป็น - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(และ - CCONJ)', '(เป็น - VERB)', '(ที่ - SCONJ)', '(นิยม - VERB)', '(มาก - ADV)', '(ๆ - PUNCT)'], ['(ถ้า - SCONJ)', '(คุณ - NOUN)', '(มอง - VERB)', '(ด้วย - ADP)', '(ตัว - NOUN)', '(คุณ - NOUN)', '(เอง - DET)', '(คุณ - NOUN)', '(สามารถ - AUX)', '(หา - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(กว่า - SCONJ)', '(โดย - SCONJ)', '(*ต้อง - AUX)', '(นัก - NOUN)', '(ท่องเที่ยว - VERB)']]","{'(สถานที่ - NOUN)': 2, '(ดี - NOUN)': 2, '(คุณ - NOUN)': 3, '(ตัว - NOUN)': 1, '(นัก - NOUN)': 1}",5,9,"{'(เป็น - VERB)': 2, '(นิยม - VERB)': 1, '(มอง - VERB)': 1, '(หา - VERB)': 1, '(ท่องเที่ยว - VERB)': 1}",5,6,{},0,0,{'(มาก - ADV)': 1},1,1
"[['(การ - NOUN)', '(ค้น - NOUN)', '(พบ - VERB)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - NOUN)', '(ใน - ADP)', '(ส่วน - NOUN)', '(ของ - ADP)', '(เรา - PRON)', '(โดย - SCONJ)', '(*เสีย - VERB)', '(ค่า - NOUN)', '(ใช้จ่าย - VERB)', '(เรา - PRON)', '(สามารถ - AUX)', '(สำรวจ - VERB)', '(พื้นที่ - NOUN)', '(ต่าง - PRON)', '(ๆ - PUNCT)'], ['(มากมาย - ADJ)', '(และ - CCONJ)', '(เรียนรู้ - NOUN)', '(เพิ่มเติม - NOUN)', '(เกี่ยว - VERB)', '(กับ - ADP)', '(ศาสนา - NOUN)']]","{'(การ - NOUN)': 1, '(ค้น - NOUN)': 1, '(ยอดเยี่ยม - NOUN)': 1, '(ส่วน - NOUN)': 1, '(ค่า - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(เรียนรู้ - NOUN)': 1, '(เพิ่มเติม - NOUN)': 1, '(ศาสนา - NOUN)': 1}",9,9,"{'(พบ - VERB)': 1, '(*เสีย - VERB)': 1, '(ใช้จ่าย - VERB)': 1, '(สำรวจ - VERB)': 1, '(เกี่ยว - VERB)': 1}",5,5,{'(มากมาย - ADJ)': 1},1,1,{},0,0
"[['(จะ - AUX)', '(ต้อง - AUX)', '(หยุด - VERB)', '(ใน - ADP)', '(ระหว่าง - ADP)', '(การ - NOUN)', '(เดินทาง - VERB)', '(วัน - NOUN)', '(เดียว - ADJ)', '(กับ - ADP)', '(ภูเก็ต - NOUN)', '(ด้วย - ADP)', '(คน - NOUN)', '(ขับ - NOUN)', '(ส่วน - NOUN)', '(ตัว - NOUN)', '(ที่ - SCONJ)', '(คุณ - NOUN)', '(ต้อง - AUX)', '(หา - VERB)', '(ข้อ - NOUN)', '(เสนอ - VERB)', '(ราคา - NOUN)', '(ถูก - AUX)', '(ผล - NOUN)', '(งาน - NOUN)', '(ชิ้น - NOUN)', '(เอก - NOUN)', '(ของ - ADP)', '(ศิลปะ - NOUN)', '(ไทย - PROPN)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - NOUN)', '(ที่ - SCONJ)', '(สร้าง - VERB)', '(ขึ้น - NOUN)', '(เมื่อ - SCONJ)', '(หลาย - ADV)', '(สิบ - NUM)', '(ปี - NOUN)', '(ที่ - SCONJ)', '(ผ่าน - VERB)', '(มา - VERB)', '(ทิวทัศน์ - NOUN)', '(อัน - SCONJ)', '(งดงาม - NOUN)', '(จาก - ADP)', '(จุด - NOUN)', '(สูง - VERB)', '(สุด - VERB)']]","{'(การ - NOUN)': 1, '(วัน - NOUN)': 1, '(ภูเก็ต - NOUN)': 1, '(คน - NOUN)': 1, '(ขับ - NOUN)': 1, '(ส่วน - NOUN)': 1, '(ตัว - NOUN)': 1, '(คุณ - NOUN)': 1, '(ข้อ - NOUN)': 1, '(ราคา - NOUN)': 1, '(ผล - NOUN)': 1, '(งาน - NOUN)': 1, '(ชิ้น - NOUN)': 1, '(เอก - NOUN)': 1, '(ศิลปะ - NOUN)': 1, '(ยอดเยี่ยม - NOUN)': 1, '(ขึ้น - NOUN)': 1, '(ปี - NOUN)': 1, '(ทิวทัศน์ - NOUN)': 1, '(งดงาม - NOUN)': 1, '(จุด - NOUN)': 1}",21,21,"{'(หยุด - VERB)': 1, '(เดินทาง - VERB)': 1, '(หา - VERB)': 1, '(เสนอ - VERB)': 1, '(สร้าง - VERB)': 1, '(ผ่าน - VERB)': 1, '(มา - VERB)': 1, '(สูง - VERB)': 1, '(สุด - VERB)': 1}",9,9,{'(เดียว - ADJ)': 1},1,1,{'(หลาย - ADV)': 1},1,1
"[['(วัด - NOUN)', '(ที่ - SCONJ)', '(สะอาด - VERB)', '(และ - CCONJ)', '(สวยงาม - ADJ)', '(มาก - ADJ)', '(ได้ - AUX)', '(รับ - VERB)', '(การ - NOUN)', '(ดูแล - VERB)', '(อย่าง - NOUN)', '(ดี - NOUN)', '(ผู้คน - NOUN)', '(ติดตาม - VERB)', '(วินัย - NOUN)', '(ที่ - SCONJ)', '(นี่ - PRON)', '(คุณ - NOUN)', '(สามารถ - AUX)', '(มอง - VERB)', '(เห็น - VERB)', '(พระพุทธรูป - NOUN)', '(องค์ - NOUN)', '(ใหญ่ - ADJ)', '(ได้ - AUX)', '(จาก - ADP)', '(ที่ - SCONJ)', '(นี่ - PRON)', '(บน - ADP)', '(ภูเขา - NOUN)']]","{'(วัด - NOUN)': 1, '(การ - NOUN)': 1, '(อย่าง - NOUN)': 1, '(ดี - NOUN)': 1, '(ผู้คน - NOUN)': 1, '(วินัย - NOUN)': 1, '(คุณ - NOUN)': 1, '(พระพุทธรูป - NOUN)': 1, '(องค์ - NOUN)': 1, '(ภูเขา - NOUN)': 1}",10,10,"{'(สะอาด - VERB)': 1, '(รับ - VERB)': 1, '(ดูแล - VERB)': 1, '(ติดตาม - VERB)': 1, '(มอง - VERB)': 1, '(เห็น - VERB)': 1}",6,6,"{'(สวยงาม - ADJ)': 1, '(มาก - ADJ)': 1, '(ใหญ่ - ADJ)': 1}",3,3,{},0,0
"[['(ราคา - NOUN)', '(โปรด - NOUN)', '(ของ - ADP)', '(ฉัน - PRON)', '(ฟรี - NOUN)', '(เหมาะ - NOUN)', '(สำหรับ - ADP)', '(การ - NOUN)', '(ออก - VERB)', '(ไป - VERB)', '(เที่ยว - VERB)', '(เล่น - VERB)', '(นอก - ADP)', '(สถานที่ - NOUN)', '(สถาปนิก - NOUN)', '(ที่ - SCONJ)', '(น่า - PART)', '(รัก - VERB)']]","{'(ราคา - NOUN)': 1, '(โปรด - NOUN)': 1, '(ฟรี - NOUN)': 1, '(เหมาะ - NOUN)': 1, '(การ - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(สถาปนิก - NOUN)': 1}",7,7,"{'(ออก - VERB)': 1, '(ไป - VERB)': 1, '(เที่ยว - VERB)': 1, '(เล่น - VERB)': 1, '(รัก - VERB)': 1}",5,5,{},0,0,{},0,0
"[['(วัด - NOUN)', '(พุทธ - PROPN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(มาก - ADJ)', '(สถาปัตยกรรม - NOUN)', '(ที่ - SCONJ)', '(ดี - NOUN)', '(*มี - VERB)', '(ค่า - NOUN)', '(ธรรมเนียม - NOUN)', '(แรก - DET)', '(เข้า - VERB)', '(แต่ - CCONJ)', '(อย่า - AUX)', '(ลืม - VERB)', '(ถอด - NOUN)', '(รองเท้า - NOUN)', '(ก่อน - SCONJ)', '(เข้า - PRON)', '(วัด - NOUN)', '(เป็น - VERB)', '(ที่ - SCONJ)', '(น่า - PART)', '(สนใจ - VERB)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ดู - AUX)', '(ว่า - SCONJ)', '(พวก - NOUN)', '(เขา - PRON)', '(ระเบิด - NOUN)', '(แครก - NOUN)', '(เก - NOUN)', '(อร์ - NOUN)', '(ภาย - NOUN)', '(ใน - ADP)', '(โดม - NOUN)', '(อิฐ - NOUN)', '(อย่าง - NOUN)', '(ไร - NOUN)', '(ป.ล. - NOUN)', '(พก - NOUN)', '(ร่ม - NOUN)', '(และ - CCONJ)', '(สวม - VERB)', '(ถุง - NOUN)', '(เท้า - NOUN)', '(ถ้า - SCONJ)', '(คุณ - NOUN)', '(รัก - VERB)', '(ผิว - NOUN)', '(และ - CCONJ)', '(เท้า - NOUN)', '(ของ - ADP)', '(คุณ - NOUN)']]","{'(วัด - NOUN)': 2, '(สถาปัตยกรรม - NOUN)': 1, '(ดี - NOUN)': 1, '(ค่า - NOUN)': 1, '(ธรรมเนียม - NOUN)': 1, '(ถอด - NOUN)': 1, '(รองเท้า - NOUN)': 1, '(พวก - NOUN)': 1, '(ระเบิด - NOUN)': 1, '(แครก - NOUN)': 1, '(เก - NOUN)': 1, '(อร์ - NOUN)': 1, '(ภาย - NOUN)': 1, '(โดม - NOUN)': 1, '(อิฐ - NOUN)': 1, '(อย่าง - NOUN)': 1, '(ไร - NOUN)': 1, '(ป.ล. - NOUN)': 1, '(พก - NOUN)': 1, '(ร่ม - NOUN)': 1, '(ถุง - NOUN)': 1, '(เท้า - NOUN)': 2, '(คุณ - NOUN)': 2, '(ผิว - NOUN)': 1}",24,27,"{'(*มี - VERB)': 1, '(เข้า - VERB)': 1, '(ลืม - VERB)': 1, '(เป็น - VERB)': 1, '(สนใจ - VERB)': 1, '(สวม - VERB)': 1, '(รัก - VERB)': 1}",7,7,"{'(สวยงาม - ADJ)': 1, '(มาก - ADJ)': 1}",2,2,{},0,0
"[['(ไป - VERB)', '(เร็ว - NOUN)', '(มาก - ADV)', '(หรือ - CCONJ)', '(ช้า - NOUN)', '(เวลา - NOUN)', '(กลาง - NOUN)', '(วัน - NOUN)', '(ยุ่ง - NOUN)', '(มาก - ADV)', '(และ - CCONJ)', '(ร้อน - ADJ)', '(มาก - VERB)']]","{'(เร็ว - NOUN)': 1, '(ช้า - NOUN)': 1, '(เวลา - NOUN)': 1, '(กลาง - NOUN)': 1, '(วัน - NOUN)': 1, '(ยุ่ง - NOUN)': 1}",6,6,"{'(ไป - VERB)': 1, '(มาก - VERB)': 1}",2,2,{'(ร้อน - ADJ)': 1},1,1,{'(มาก - ADV)': 2},1,2
"[['(วัด - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - NOUN)', '(และ - CCONJ)', '(บรรยากาศ - NOUN)', '(อัน - SCONJ)', '(เงียบ - VERB)', '(สงบ - VERB)']]","{'(วัด - NOUN)': 1, '(สวยงาม - NOUN)': 1, '(บรรยากาศ - NOUN)': 1}",3,3,"{'(เงียบ - VERB)': 1, '(สงบ - VERB)': 1}",2,2,{},0,0,{},0,0
"[['(เยี่ยม - NOUN)', '(ชม - VERB)', '(ใน - ADP)', '(ตอน - NOUN)', '(เช้า - NOUN)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - NOUN)', '(และ - CCONJ)', '(เงียบ - NOUN)', '(สงบ - NOUN)', '(มาก - ADV)']]","{'(เยี่ยม - NOUN)': 1, '(ตอน - NOUN)': 1, '(เช้า - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(สวยงาม - NOUN)': 1, '(เงียบ - NOUN)': 1, '(สงบ - NOUN)': 1}",7,7,{'(ชม - VERB)': 1},1,1,{},0,0,{'(มาก - ADV)': 1},1,1
"[['(วัด - NOUN)', '(ฉลอง - NOUN)', '(มี - VERB)', '(วัด - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - ADJ)', '(หลาย - ADV)', '(แห่ง - NOUN)', '(อยู่ - VERB)', '(ใน - ADP)', '(สภาพ - NOUN)', '(ดี - NOUN)', '(และ - CCONJ)', '(*มี - VERB)', '(พวก - NOUN)', '(เขา - PRON)', '(อยู่ - VERB)', '(ใน - ADP)', '(ขั้นตอน - NOUN)', '(การ - NOUN)', '(ปรับปรุง - VERB)', '(บาง - ADV)', '(ส่วน - SCONJ)', '(ภาย - NOUN)', '(นอก - ADJ)', '(แต่ - CCONJ)', '(มัน - PRON)', '(*ได้ - AUX)', '(ส่ง - VERB)', '(ผล - NOUN)', '(กระทบ - VERB)', '(ต่อ - ADP)', '(ประสบการณ์ - NOUN)', '(มี - VERB)', '(นัก - NOUN)', '(ท่องเที่ยว - NOUN)', '(*มาก - NOUN)', '(นัก - NOUN)', '(เมื่อ - SCONJ)', '(เรา - PRON)', '(อยู่ - VERB)', '(ที่ - SCONJ)', '(นั่น - PRON)', '(ใน - ADP)', '(ช่วง - NOUN)', '(เที่ยง - NOUN)', '(วัน - NOUN)', '(ศุกร์ - NOUN)', '(ใน - ADP)', '(ช่วง - NOUN)', '(ฤดู - NOUN)', '(ท่องเที่ยว - VERB)', '(เมื่อ - SCONJ)', '(เรา - PRON)', '(เข้า - VERB)', '(ไป - VERB)', '(ใน - ADP)', '(วัด - NOUN)', '(ที่ - SCONJ)', '(ใหญ่ - ADJ)', '(ที่สุด - ADV)', '(*มี - VERB)', '(ใคร - PRON)', '(แจก - NOUN)', '(โสร่ง - NOUN)', '(แต่ - CCONJ)', '(มี - VERB)', '(บาง - ADV)', '(คน - NOUN)', '(เมื่อ - SCONJ)', '(เรา - PRON)', '(ออก - VERB)', '(ไป - VERB)', '(ดี - NOUN)', '(กว่า - ADP)', '(ที่ - SCONJ)', '(จะ - AUX)', '(สวม - VERB)', '(ใส่ - VERB)', '(เสื้อผ้า - NOUN)', '(ที่ - SCONJ)', '(เรียบง่าย - NOUN)', '(*มี - VERB)', '(เสื้อ - NOUN)', '(กล้าม - NOUN)', '(และ - CCONJ)', '(หัวเข่า - NOUN)', '(ปกคลุม - NOUN)', '(สำหรับ - ADP)', '(ผู้ - NOUN)', '(หญิง - NOUN)', '(สามารถ - AUX)', '(แนะนำ - VERB)', '(ให้ - SCONJ)', '(ดู - AUX)', '(อย่าง - NOUN)', '(แน่นอน - NOUN)', '(โดย - SCONJ)', '(เฉพาะ - NOUN)', '(ด้าน - NOUN)', '(ใน - ADP)', '(ของ - ADP)', '(วัด - NOUN)', '(หลัก - NOUN)', '(นั้น - DET)', '(งดงาม - NOUN)', '(และ - CCONJ)', '(น่า - PART)', '(สนใจ - VERB)']]","{'(วัด - NOUN)': 4, '(ฉลอง - NOUN)': 1, '(แห่ง - NOUN)': 1, '(สภาพ - NOUN)': 1, '(ดี - NOUN)': 2, '(พวก - NOUN)': 1, '(ขั้นตอน - NOUN)': 1, '(การ - NOUN)': 1, '(ภาย - NOUN)': 1, '(ผล - NOUN)': 1, '(ประสบการณ์ - NOUN)': 1, '(นัก - NOUN)': 2, '(ท่องเที่ยว - NOUN)': 1, '(*มาก - NOUN)': 1, '(ช่วง - NOUN)': 2, '(เที่ยง - NOUN)': 1, '(วัน - NOUN)': 1, '(ศุกร์ - NOUN)': 1, '(ฤดู - NOUN)': 1, '(แจก - NOUN)': 1, '(โสร่ง - NOUN)': 1, '(คน - NOUN)': 1, '(เสื้อผ้า - NOUN)': 1, '(เรียบง่าย - NOUN)': 1, '(เสื้อ - NOUN)': 1, '(กล้าม - NOUN)': 1, '(หัวเข่า - NOUN)': 1, '(ปกคลุม - NOUN)': 1, '(ผู้ - NOUN)': 1, '(หญิง - NOUN)': 1, '(อย่าง - NOUN)': 1, '(แน่นอน - NOUN)': 1, '(เฉพาะ - NOUN)': 1, '(ด้าน - NOUN)': 1, '(หลัก - NOUN)': 1, '(งดงาม - NOUN)': 1}",36,42,"{'(มี - VERB)': 3, '(อยู่ - VERB)': 3, '(*มี - VERB)': 3, '(ปรับปรุง - VERB)': 1, '(ส่ง - VERB)': 1, '(กระทบ - VERB)': 1, '(ท่องเที่ยว - VERB)': 1, '(เข้า - VERB)': 1, '(ไป - VERB)': 2, '(ออก - VERB)': 1, '(สวม - VERB)': 1, '(ใส่ - VERB)': 1, '(แนะนำ - VERB)': 1, '(สนใจ - VERB)': 1}",14,21,"{'(สวยงาม - ADJ)': 1, '(นอก - ADJ)': 1, '(ใหญ่ - ADJ)': 1}",3,3,"{'(หลาย - ADV)': 1, '(บาง - ADV)': 2, '(ที่สุด - ADV)': 1}",3,4
