comment,noun,noun_count,sum_noun,verb,verb_count,sum_verb,adj,adj_count,sum_adj,adv,adv_count,sum_adv
"[['(แตกต่าง - VERB)', '(จาก - ADP)', '(ข้อมูล - NOUN)', '(ใน - ADP)', '(เน็ต - NOUN)', '(ชายหาด - NOUN)', '(สะอาด - ADJ)', '(สงบ - NOUN)', '(และ - CCONJ)', '(ดี - ADJ)', '(สำหรับ - ADP)', '(ครอบครัว - NOUN)', '(<s/> - PUNCT)'], ['(มัน - PRON)', '(สามารถ - AUX)', '(เข้าถึง - VERB)', '(ได้ - ADV)', '(ง่าย - ADV)', '(มี - VERB)', '(ตัวเลือก - NOUN)', '(มากมาย - ADJ)', '(สำหรับ - ADP)', '(อาหาร - NOUN)', '(ริมถนน - NOUN)', '(ราคา - NOUN)', '(ถูก - AUX)', '(และ - CCONJ)', '(อร่อย - ADV)', '(<s/> - PUNCT)']]","{'(ข้อมูล - NOUN)': 1, '(เน็ต - NOUN)': 1, '(ชายหาด - NOUN)': 1, '(สงบ - NOUN)': 1, '(ครอบครัว - NOUN)': 1, '(ตัวเลือก - NOUN)': 1, '(อาหาร - NOUN)': 1, '(ริมถนน - NOUN)': 1, '(ราคา - NOUN)': 1}",9,9,"{'(แตกต่าง - VERB)': 1, '(เข้าถึง - VERB)': 1, '(มี - VERB)': 1}",3,3,"{'(สะอาด - ADJ)': 1, '(ดี - ADJ)': 1, '(มากมาย - ADJ)': 1}",3,3,"{'(ได้ - ADV)': 1, '(ง่าย - ADV)': 1, '(อร่อย - ADV)': 1}",3,3
"[['(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(วุ่นวาย - VERB)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(น่าตื่นเต้น - NOUN)', '(พร้อม - VERB)', '(โอกาส - NOUN)', '(มากมาย - ADJ)', '(สำหรับ - ADP)', '(การ - NOUN)', '(เล่นกีฬา - VERB)', '(<s/> - PUNCT)'], ['(ฯลฯ - PUNCT)', '(<s/> - PUNCT)'], ['(ร้านอาหาร - NOUN)', '(และ - CCONJ)', '(บาร์ - NOUN)', '(ท้องถิ่น - NOUN)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(ร้านค้า - NOUN)', '(<s/> - PUNCT)'], ['(ฯลฯ - PUNCT)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 1, '(น่าตื่นเต้น - NOUN)': 1, '(โอกาส - NOUN)': 1, '(การ - NOUN)': 1, '(ร้านอาหาร - NOUN)': 1, '(บาร์ - NOUN)': 1, '(ท้องถิ่น - NOUN)': 1, '(ร้านค้า - NOUN)': 1}",8,8,"{'(วุ่นวาย - VERB)': 1, '(พร้อม - VERB)': 1, '(เล่นกีฬา - VERB)': 1, '(ยอดเยี่ยม - VERB)': 1}",4,4,{'(มากมาย - ADJ)': 1},1,1,{},0,0
"[['(นอกจาก - ADP)', '(ทำเล - NOUN)', '(ที่ - SCONJ)', '(ตั้ง - VERB)', '(ไม่ค่อย - AUX)', '(ไป - VERB)', '(โดยเฉพาะอย่างยิ่ง - ADV)', '(เพราะ - SCONJ)', '(มี - VERB)', '(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(มากมาย - ADV)', '(รอบๆ - ADV)', '(<s/> - PUNCT)'], ['(ป่า - NOUN)', '(ตอง - NOUN)', '(และ - CCONJ)', '(ภูเก็ต - NOUN)', '(โดยทั่วไป - ADJ)', '(<s/> - PUNCT)']]","{'(ทำเล - NOUN)': 1, '(ชายหาด - NOUN)': 1, '(ป่า - NOUN)': 1, '(ตอง - NOUN)': 1, '(ภูเก็ต - NOUN)': 1}",5,5,"{'(ตั้ง - VERB)': 1, '(ไป - VERB)': 1, '(มี - VERB)': 1, '(ยอดเยี่ยม - VERB)': 1}",4,4,{'(โดยทั่วไป - ADJ)': 1},1,1,"{'(โดยเฉพาะอย่างยิ่ง - ADV)': 1, '(มากมาย - ADV)': 1, '(รอบๆ - ADV)': 1}",3,3
"[['(หาด - NOUN)', '(ป่า - NOUN)', '(ตอง - NOUN)', '(เป็น - VERB)', '(สิ่ง - NOUN)', '(ที่ - SCONJ)', '(น่าอัศจรรย์ - NOUN)', '(อย่างยิ่ง - ADV)', '(<s/> - PUNCT)'], ['(มี - VERB)', '(ร้านอาหาร - NOUN)', '(มากมาย - ADJ)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ช่วย - VERB)', '(ให้ - SCONJ)', '(คุณ - NOUN)', '(ได้รับ - VERB)', '(อาหาร - NOUN)', '(อร่อย - ADJ)', '(และ - CCONJ)', '(ร่มเงา - CCONJ)', '(เมื่อ - SCONJ)', '(คุณ - NOUN)', '(ต้องการ - VERB)', '(หยุดพัก - NOUN)', '(จาก - ADP)', '(น้ำ - NOUN)', '(<s/> - PUNCT)'], ['(เจ็ทสกี - NOUN)', '(พารา - NOUN)', '(เซล - NOUN)', '(ลิ่ง - ADV)', '(และ - CCONJ)', '(กิจกรรม - NOUN)', '(ทาง - ADP)', '(น้ำ - NOUN)', '(มากมาย - ADJ)', '(รอ - VERB)', '(คุณ - NOUN)', '(อยู่ - ADV)', '(ที่นี่ - ADV)', '(<s/> - PUNCT)'], ['(ฉัน - PRON)', '(อยู่ - VERB)', '(ที่นี่ - PRON)', '(เพื่อ - SCONJ)', '(ปีใหม่ - NOUN)', '(และ - CCONJ)', '(ชายหาด - NOUN)', '(<s/> - PUNCT)']]","{'(หาด - NOUN)': 1, '(ป่า - NOUN)': 1, '(ตอง - NOUN)': 1, '(สิ่ง - NOUN)': 1, '(น่าอัศจรรย์ - NOUN)': 1, '(ร้านอาหาร - NOUN)': 1, '(คุณ - NOUN)': 3, '(อาหาร - NOUN)': 1, '(หยุดพัก - NOUN)': 1, '(น้ำ - NOUN)': 2, '(เจ็ทสกี - NOUN)': 1, '(พารา - NOUN)': 1, '(เซล - NOUN)': 1, '(กิจกรรม - NOUN)': 1, '(ปีใหม่ - NOUN)': 1, '(ชายหาด - NOUN)': 1}",16,19,"{'(เป็น - VERB)': 1, '(มี - VERB)': 1, '(ช่วย - VERB)': 1, '(ได้รับ - VERB)': 1, '(ต้องการ - VERB)': 1, '(รอ - VERB)': 1, '(อยู่ - VERB)': 1}",7,7,"{'(มากมาย - ADJ)': 2, '(อร่อย - ADJ)': 1}",2,3,"{'(อย่างยิ่ง - ADV)': 1, '(ลิ่ง - ADV)': 1, '(อยู่ - ADV)': 1, '(ที่นี่ - ADV)': 1}",4,4
"[['(ชายหาด - NOUN)', '(และ - CCONJ)', '(ร้านอาหาร - NOUN)', '(โอเค - VERB)', '(อย่า - AUX)', '(มา - VERB)', '(ที่นี่ - VERB)', '(สำหรับ - ADP)', '(วันหยุด - NOUN)', '(พักผ่อน - VERB)', '(ที่ - ADP)', '(ผ่อนคลาย - VERB)', '(<s/> - PUNCT)'], ['(มา - VERB)', '(ที่นี่ - ADV)', '(เมื่อ - SCONJ)', '(คุณ - NOUN)', '(ต้องการ - VERB)', '(ปาร์ตี้ - NOUN)', '(และ - CCONJ)', '(นัด - NOUN)', '(เดท - NOUN)', '(<s/> - PUNCT)'], ['(พื้นที่ - NOUN)', '(มี - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(มาก - ADV)', '(ใน - ADP)', '(การ - NOUN)', '(เยี่ยม - VERB)', '(ชม - VERB)', '(<s/> - PUNCT)'], ['(การจราจร - NOUN)', '(*ว่าง - VERB)', '(และ - CCONJ)', '(ระยะทาง - NOUN)', '(ไป - VERB)', '(ยัง - ADP)', '(ฉาก - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(ใน - ADP)', '(การ - NOUN)', '(เยี่ยม - VERB)', '(ชม - VERB)', '(หิน - NOUN)', '(บอนด์ - NOUN)', '(เจมส์ - VERB)', '(มัน - PRON)', '(อยู่ - ADV)', '(ห่าง - ADV)', '(ออก - VERB)', '(ไป - VERB)', '(ประมาณ - ADV)', '(หนึ่ง - NUM)', '(ร้อย - NUM)', '(กิโลเมตร - NOUN)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 1, '(ร้านอาหาร - NOUN)': 1, '(วันหยุด - NOUN)': 1, '(คุณ - NOUN)': 1, '(ปาร์ตี้ - NOUN)': 1, '(นัด - NOUN)': 1, '(เดท - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(สถานที่ - NOUN)': 1, '(การ - NOUN)': 2, '(การจราจร - NOUN)': 1, '(ระยะทาง - NOUN)': 1, '(ฉาก - NOUN)': 1, '(หิน - NOUN)': 1, '(บอนด์ - NOUN)': 1, '(กิโลเมตร - NOUN)': 1}",16,17,"{'(โอเค - VERB)': 1, '(มา - VERB)': 2, '(ที่นี่ - VERB)': 1, '(พักผ่อน - VERB)': 1, '(ผ่อนคลาย - VERB)': 1, '(ต้องการ - VERB)': 1, '(มี - VERB)': 1, '(ดี - VERB)': 2, '(เยี่ยม - VERB)': 2, '(ชม - VERB)': 2, '(*ว่าง - VERB)': 1, '(ไป - VERB)': 2, '(เจมส์ - VERB)': 1, '(ออก - VERB)': 1}",14,19,{},0,0,"{'(ที่นี่ - ADV)': 1, '(มาก - ADV)': 1, '(อยู่ - ADV)': 1, '(ห่าง - ADV)': 1, '(ประมาณ - ADV)': 1}",5,5
"[['(ไม่ใช่ - NOUN)', '(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - VERB)', '(แออัด - VERB)', '(และ - CCONJ)', '(สกปรก - VERB)', '(<s/> - PUNCT)'], ['(จะ - AUX)', '(หลีกเลี่ยง - VERB)', '(อย่าง - PART)', '(แน่นอน - ADV)', '(ถ้า - SCONJ)', '(เป็นไปได้ - VERB)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(ถ้า - SCONJ)', '(นั่น - DET)', '(ไม่ได้ - VERB)', '(รบกวน - VERB)', '(คุณ - NOUN)', '(มาก - ADV)', '(กว่า - ADV)', '(ปล่อย - VERB)', '(มัน - PRON)', '(ไป - ADV)', '(<s/> - PUNCT)']]","{'(ไม่ใช่ - NOUN)': 1, '(ชายหาด - NOUN)': 1, '(คุณ - NOUN)': 1}",3,3,"{'(สวยงาม - VERB)': 1, '(แออัด - VERB)': 1, '(สกปรก - VERB)': 1, '(หลีกเลี่ยง - VERB)': 1, '(เป็นไปได้ - VERB)': 1, '(ไม่ได้ - VERB)': 1, '(รบกวน - VERB)': 1, '(ปล่อย - VERB)': 1}",8,8,{},0,0,"{'(แน่นอน - ADV)': 1, '(มาก - ADV)': 1, '(กว่า - ADV)': 1, '(ไป - ADV)': 1}",4,4
"[['(ฉัน - PRON)', '(ประหลาดใจ - VERB)', '(มาก - ADV)', '(ที่ - ADP)', '(ชายหาด - NOUN)', '(สะอาด - ADJ)', '(และ - CCONJ)', '(แม้กระทั่ง - PART)', '(ใน - ADP)', '(ช่วง - NOUN)', '(ปีใหม่ - NOUN)', '(มัน - PRON)', '(*เคย - AUX)', '(รูสึก - VERB)', '(ยุ่ง - VERB)', '(เกินไป - ADV)', '(<s/> - PUNCT)'], ['(น้ำ - NOUN)', '(ใส - ADJ)', '(. - PUNCT)', '(<s/> - PUNCT)'], ['(มี - VERB)', '(บาร์ - NOUN)', '(ริ - VERB)', '(มหาด - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(อยู่ - ADV)', '(ด้านหน้า - ADV)', '(เช่นกัน - ADV)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 1, '(ช่วง - NOUN)': 1, '(ปีใหม่ - NOUN)': 1, '(น้ำ - NOUN)': 1, '(บาร์ - NOUN)': 1, '(มหาด - NOUN)': 1}",6,6,"{'(ประหลาดใจ - VERB)': 1, '(รูสึก - VERB)': 1, '(ยุ่ง - VERB)': 1, '(มี - VERB)': 1, '(ริ - VERB)': 1, '(ดี - VERB)': 1}",6,6,"{'(สะอาด - ADJ)': 1, '(ใส - ADJ)': 1}",2,2,"{'(มาก - ADV)': 1, '(เกินไป - ADV)': 1, '(อยู่ - ADV)': 1, '(ด้านหน้า - ADV)': 1, '(เช่นกัน - ADV)': 1}",5,5
"[['(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(สวยงาม - VERB)', '(มาก - ADV)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(แออัด - VERB)', '(มาก - ADV)', '(<s/> - PUNCT)'], ['(คน - NOUN)', '(เที่ยว - VERB)', '(น้ำ - NOUN)', '(มาก - ADV)', '(เกินไป - ADV)', '(และ - CCONJ)', '(เรือหางยาว - ADV)', '(<s/> - PUNCT)'], ['(จะ - AUX)', '(แนะนำ - VERB)', '(หาด - NOUN)', '(สวรรค์ - NOUN)', '(ซึ่ง - SCONJ)', '(เป็น - VERB)', '(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(ที่สุด - ADV)', '(ใน - ADP)', '(จังหวัด - NOUN)', '(ภูเก็ต - PROPN)', '(มี - VERB)', '(ค่า - NOUN)', '(เข้า - VERB)', '(ชม - VERB)', '(สอง - NUM)', '(ร้อย - NUM)', '(บาท - NOUN)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(มัน - PRON)', '(คุ้มค่า - PART)', '(<s/> - PUNCT)'], ['(ควร - AUX)', '(ไป - VERB)', '(ที่ - ADP)', '(หาด - NOUN)', '(กะ - VERB)', '(รน - NOUN)', '(และ - CCONJ)', '(กะ - NOUN)', '(ตะ - VERB)', '(น้ำ - NOUN)', '(ใส - ADJ)', '(มาก - ADV)', '(ๆ - PUNCT)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 2, '(คน - NOUN)': 1, '(น้ำ - NOUN)': 2, '(หาด - NOUN)': 2, '(สวรรค์ - NOUN)': 1, '(จังหวัด - NOUN)': 1, '(ค่า - NOUN)': 1, '(บาท - NOUN)': 1, '(รน - NOUN)': 1, '(กะ - NOUN)': 1}",10,13,"{'(สวยงาม - VERB)': 1, '(แออัด - VERB)': 1, '(เที่ยว - VERB)': 1, '(แนะนำ - VERB)': 1, '(เป็น - VERB)': 1, '(ดี - VERB)': 1, '(มี - VERB)': 1, '(เข้า - VERB)': 1, '(ชม - VERB)': 1, '(ไป - VERB)': 1, '(กะ - VERB)': 1, '(ตะ - VERB)': 1}",12,12,{'(ใส - ADJ)': 1},1,1,"{'(มาก - ADV)': 4, '(เกินไป - ADV)': 1, '(เรือหางยาว - ADV)': 1, '(ที่สุด - ADV)': 1}",4,7
"[['(ชายหาด - NOUN)', '(ที่ - SCONJ)', '(ดี - VERB)', '(สำหรับ - ADP)', '(การ - NOUN)', '(พักผ่อน - VERB)', '(และ - CCONJ)', '(ผู้คน - NOUN)', '(ที่ - SCONJ)', '(ดู - VERB)', '(<s/> - PUNCT)'], ['(สะอาด - VERB)', '(อย่าง - PART)', '(สวยงาม - ADV)', '(มี - VERB)', '(นโยบาย - NOUN)', '(ห้าม - VERB)', '(สูบบุหรี่ - NOUN)', '(บน - ADP)', '(ชายหาด - NOUN)', '(ตอนนี้ - NOUN)', '(<s/> - PUNCT)'], ['(แต่ - CCONJ)', '(พื้นที่ - NOUN)', '(สูบบุหรี่ - ADJ)', '(มากมาย - ADJ)', '(<s/> - PUNCT)'], ['(อาหาร - NOUN)', '(และ - CCONJ)', '(เครื่องดื่ม - NOUN)', '(ที่ - SCONJ)', '(ยอดเยี่ยม - VERB)', '(ย่อ - VERB)', '(มา - VERB)', '(จาก - ADP)', '(อาหาร - NOUN)', '(ทุก - ADV)', '(รสชาติ - NOUN)', '(<s/> - PUNCT)'], ['(เค - NOUN)', '(บับ - NOUN)', '(ไก่ - NOUN)', '(และ - CCONJ)', '(มันฝรั่ง - NOUN)', '(เสียบ - NOUN)', '(ไม้ - NOUN)', '(น่ารัก - NOUN)', '(<s/> - PUNCT)'], ['(มี - VERB)', '(มากมาย - ADV)', '(<s/> - PUNCT)']]","{'(ชายหาด - NOUN)': 2, '(การ - NOUN)': 1, '(ผู้คน - NOUN)': 1, '(นโยบาย - NOUN)': 1, '(สูบบุหรี่ - NOUN)': 1, '(ตอนนี้ - NOUN)': 1, '(พื้นที่ - NOUN)': 1, '(อาหาร - NOUN)': 2, '(เครื่องดื่ม - NOUN)': 1, '(รสชาติ - NOUN)': 1, '(เค - NOUN)': 1, '(บับ - NOUN)': 1, '(ไก่ - NOUN)': 1, '(มันฝรั่ง - NOUN)': 1, '(เสียบ - NOUN)': 1, '(ไม้ - NOUN)': 1, '(น่ารัก - NOUN)': 1}",17,19,"{'(ดี - VERB)': 1, '(พักผ่อน - VERB)': 1, '(ดู - VERB)': 1, '(สะอาด - VERB)': 1, '(มี - VERB)': 2, '(ห้าม - VERB)': 1, '(ยอดเยี่ยม - VERB)': 1, '(ย่อ - VERB)': 1, '(มา - VERB)': 1}",9,10,"{'(สูบบุหรี่ - ADJ)': 1, '(มากมาย - ADJ)': 1}",2,2,"{'(สวยงาม - ADV)': 1, '(ทุก - ADV)': 1, '(มากมาย - ADV)': 1}",3,3
"[['(เรา - PRON)', '(ไป - VERB)', '(ที่ - SCONJ)', '(หมึก - VERB)', '(ผู้มีชื่อเสียง - NOUN)', '(และ - CCONJ)', '(ยิ่งใหญ่ - VERB)', '(กว่า - ADP)', '(แพทริค - NOUN)', '(ที่ - SCONJ)', '(ประทับใจ - VERB)', '(ไป - VERB)', '(เกิน - VERB)', '(กว่า - ADP)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ทำให้ - VERB)', '(แน่ใจ - VERB)', '(ว่า - SCONJ)', '(ทุก - ADV)', '(อย่าง - NOUN)', '(ดี - VERB)', '(ขึ้น - ADV)', '(กว่า - ADV)', '(ที่ - SCONJ)', '(เรา - PRON)', '(จะ - AUX)', '(จินตนาการ - VERB)', '(ได้ - ADV)', '(<s/> - PUNCT)'], ['(หาก - SCONJ)', '(คุณ - NOUN)', '(กำลัง - AUX)', '(มองหา - VERB)', '(รอยสัก - NOUN)', '(นี่ - DET)', '(เป็น - VERB)', '(สถานที่ - NOUN)', '(ที่ - SCONJ)', '(จะ - AUX)', '(ไป - VERB)', '(แน่นอน - ADV)', '(<s/> - PUNCT)']]","{'(ผู้มีชื่อเสียง - NOUN)': 1, '(แพทริค - NOUN)': 1, '(อย่าง - NOUN)': 1, '(คุณ - NOUN)': 1, '(รอยสัก - NOUN)': 1, '(สถานที่ - NOUN)': 1}",6,6,"{'(ไป - VERB)': 3, '(หมึก - VERB)': 1, '(ยิ่งใหญ่ - VERB)': 1, '(ประทับใจ - VERB)': 1, '(เกิน - VERB)': 1, '(ทำให้ - VERB)': 1, '(แน่ใจ - VERB)': 1, '(ดี - VERB)': 1, '(จินตนาการ - VERB)': 1, '(มองหา - VERB)': 1, '(เป็น - VERB)': 1}",11,13,{},0,0,"{'(ทุก - ADV)': 1, '(ขึ้น - ADV)': 1, '(กว่า - ADV)': 1, '(ได้ - ADV)': 1, '(แน่นอน - ADV)': 1}",5,5
